CD_ITEM,PESO_ITEM,GORDURA_ITEM,VISIBILIDADE_ITEM,TIPO_ITEM,MRP_ITEM,ID_OUTLET,ANO_ABERTURA_OUTLET,TAMANHO_OUTLET,LOCAL_OUTLET,TIPO_OUTLET,VENDAS_OUTLET
FDU19,8.77,Normal,0.0,Frutas e Verduras,173.6422,OUT013,1987,Grande,Local 3,Tipo 1,517.3266
FDI04,13.65,Normal,0.072912432,Congelados,198.4426,OUT046,1997,Pequeno,Local 1,Tipo 1,5536.7928
FDP58,11.1,Low Fat,0.0,Snacks,220.7482,OUT049,1999,Médio,Local 1,Tipo 1,4380.964
FDD57,18.1,Low Fat,0.022434417999999998,Frutas e Verduras,96.2094,OUT049,1999,Médio,Local 1,Tipo 1,952.0939999999999
DRG23,8.88,Low Fat,0.086764795,Bebidas fortes,153.8682,OUT035,2004,Pequeno,Local 2,Tipo 1,1829.6184
DRJ11,9.5,Low Fat,0.085437778,Bebidas fortes,188.4872,OUT018,2009,Médio,Local 3,Tipo 2,3592.6568
NCN43,12.15,Low Fat,0.0,Outros,123.773,OUT046,1997,Pequeno,Local 1,Tipo 1,3325.671
NCN30,16.35,Low Fat,0.016993203999999998,Itens para casa,95.741,OUT046,1997,Pequeno,Local 1,Tipo 1,965.41
FDP34,12.85,Low Fat,0.13744120099999999,Snacks,157.66299999999998,OUT049,1999,Médio,Local 1,Tipo 1,2659.8709999999996
DRC24,17.85,Low Fat,0.02492239,Refrigerantes,153.4998,OUT018,2009,Médio,Local 3,Tipo 2,2922.1962
NCN53,5.175,Low Fat,0.030349723,Saúde e Higiene,37.0874,OUT035,2004,Pequeno,Local 2,Tipo 1,423.4488
FDY48,14.0,Low Fat,0.02371512,Padaria,103.8332,OUT013,1987,Grande,Local 3,Tipo 1,1743.0644
NCP29,8.42,Low Fat,0.112177581,Saúde e Higiene,65.9168,OUT013,1987,Grande,Local 3,Tipo 1,958.752
DRE60,9.395,Low Fat,0.15930433300000002,Refrigerantes,226.172,OUT035,2004,Pequeno,Local 2,Tipo 1,3848.324
DRG15,6.13,Low Fat,0.0,Laticínios,60.1536,OUT013,1987,Grande,Local 3,Tipo 1,1102.5648
FDC57,20.1,Normal,0.054816925999999995,Frutas e Verduras,194.282,OUT018,2009,Médio,Local 3,Tipo 2,1544.656
NCK29,5.615,Low Fat,0.12574524,Saúde e Higiene,122.473,OUT035,2004,Pequeno,Local 2,Tipo 1,1354.9029999999998
FDP48,7.52,Normal,0.044023213,Padaria,183.095,OUT046,1997,Pequeno,Local 1,Tipo 1,5492.85
FDZ21,17.6,Normal,0.039214444,Snacks,98.241,OUT035,2004,Pequeno,Local 2,Tipo 1,1930.82
NCB42,11.8,Low Fat,0.008554052,Saúde e Higiene,116.9492,OUT013,1987,Grande,Local 3,Tipo 1,1969.4364
NCW05,20.25,Low Fat,0.148302815,Saúde e Higiene,108.3938,OUT049,1999,Médio,Local 1,Tipo 1,2787.0388
FDR23,15.85,Low Fat,0.081914677,Pães,177.637,OUT049,1999,Médio,Local 1,Tipo 1,3352.303
FDO34,17.7,Low Fat,0.029914022000000002,Snacks,166.2816,OUT013,1987,Grande,Local 3,Tipo 1,2516.724
FDZ36,6.035,Normal,0.06577134400000001,Padaria,185.324,OUT035,2004,Pequeno,Local 2,Tipo 1,3728.48
NCJ18,12.35,Low Fat,0.16394193699999998,Itens para casa,117.0124,OUT046,1997,Pequeno,Local 1,Tipo 1,1540.6612
FDD51,11.15,Low Fat,0.11993002900000001,Laticínios,44.2744,OUT035,2004,Pequeno,Local 2,Tipo 1,588.5672
FDO45,13.15,Normal,0.037952777,Snacks,89.5856,OUT046,1997,Pequeno,Local 1,Tipo 1,1494.0552
FDE41,9.195,Normal,0.064113698,Congelados,86.5566,OUT049,1999,Médio,Local 1,Tipo 1,1183.7924
NCC07,19.6,Low Fat,0.02394662,Itens para casa,106.9964,OUT035,2004,Pequeno,Local 2,Tipo 1,1788.3388
NCG43,20.2,Low Fat,0.074177667,Itens para casa,93.2462,OUT013,1987,Grande,Local 3,Tipo 1,1018.0082
FDV16,7.75,Normal,0.083268523,Congelados,32.9558,OUT018,2009,Médio,Local 3,Tipo 2,101.8674
FDC03,8.575,Normal,0.071832909,Laticínios,194.1794,OUT035,2004,Pequeno,Local 2,Tipo 1,3316.3498
FDV60,20.2,Normal,0.0,Padaria,197.21099999999998,OUT013,1987,Grande,Local 3,Tipo 1,3535.3979999999997
FDJ60,19.35,Normal,0.062625641,Padaria,165.3184,OUT049,1999,Médio,Local 1,Tipo 1,1651.184
FDD17,7.5,Low Fat,0.0,Congelados,237.7906,OUT035,2004,Pequeno,Local 2,Tipo 1,1188.453
FDM25,10.695,Normal,0.060912865,Café da manhã,173.8712,OUT018,2009,Médio,Local 3,Tipo 2,4570.0512
NCT42,5.88,Low Fat,0.02488732,Itens para casa,147.5392,OUT046,1997,Pequeno,Local 1,Tipo 1,2684.5056
FDT02,12.6,Low Fat,0.024194731,Laticínios,36.1874,OUT046,1997,Pequeno,Local 1,Tipo 1,423.4488
FDV34,10.695,Normal,0.01141595,Snacks,74.0038,OUT013,1987,Grande,Local 3,Tipo 1,1034.6532
NCR41,17.85,Low Fat,0.018023997,Saúde e Higiene,95.9094,OUT046,1997,Pequeno,Local 1,Tipo 1,2285.0256
FDT31,19.75,Low Fat,0.012499004,Frutas e Verduras,188.0872,OUT018,2009,Médio,Local 3,Tipo 2,2458.1336
NCU18,15.1,Low Fat,0.055793586,Itens para casa,139.7496,OUT013,1987,Grande,Local 3,Tipo 1,3952.1888
FDZ59,6.63,Normal,0.104445322,Padaria,167.25,OUT018,2009,Médio,Local 3,Tipo 2,1830.95
FDY31,5.98,Low Fat,0.04363058,Frutas e Verduras,148.2418,OUT049,1999,Médio,Local 1,Tipo 1,1618.5598
DRI03,6.03,Low Fat,0.0,Laticínios,175.1028,OUT049,1999,Médio,Local 1,Tipo 1,1593.9252
FDL38,13.8,Normal,0.014793124,Enlatados,88.5172,OUT018,2009,Médio,Local 3,Tipo 2,2408.8644
FDV28,16.1,Normal,0.159728395,Congelados,34.3558,OUT046,1997,Pequeno,Local 1,Tipo 1,271.6464
NCX53,20.1,Low Fat,0.014925407,Saúde e Higiene,143.4154,OUT013,1987,Grande,Local 3,Tipo 1,3545.385
FDZ12,9.17,Low Fat,0.10289312099999999,Padaria,141.947,OUT013,1987,Grande,Local 3,Tipo 1,4008.116
NCT05,10.895,Low Fat,0.020951848000000002,Saúde e Higiene,255.3672,OUT046,1997,Pequeno,Local 1,Tipo 1,767.0016
FDW38,5.325,Normal,0.0,Laticínios,55.8298,OUT035,2004,Pequeno,Local 2,Tipo 1,485.3682
FDD33,12.85,Low Fat,0.10810260599999999,Frutas e Verduras,233.3642,OUT013,1987,Grande,Local 3,Tipo 1,3950.1914
FDF58,13.3,Low Fat,0.009581155,Snacks,64.95100000000001,OUT046,1997,Pequeno,Local 1,Tipo 1,1644.526
FDS33,6.67,Normal,0.12332588,Snacks,90.2514,OUT013,1987,Grande,Local 3,Tipo 1,974.0654
FDP08,20.5,Normal,0.112584813,Frutas e Verduras,192.0478,OUT049,1999,Médio,Local 1,Tipo 1,1549.9824
FDF29,15.1,Normal,0.019930418000000002,Congelados,131.531,OUT035,2004,Pequeno,Local 2,Tipo 1,2856.282
NCF30,17.0,Low Fat,0.126244059,Itens para casa,124.6362,OUT046,1997,Pequeno,Local 1,Tipo 1,3900.9222
FDL26,18.0,Low Fat,0.073306615,Enlatados,155.0972,OUT049,1999,Médio,Local 1,Tipo 1,3894.93
NCK19,9.8,Low Fat,0.09083415800000001,Outros,192.2478,OUT018,2009,Médio,Local 3,Tipo 2,4068.7038
FDI28,14.3,Low Fat,0.026321701,Congelados,77.6302,OUT046,1997,Pequeno,Local 1,Tipo 1,950.7624
FDO24,11.1,Low Fat,0.176215665,Padaria,158.8604,OUT046,1997,Pequeno,Local 1,Tipo 1,2693.8268
FDU27,18.6,Normal,0.17174348,Carnes,48.8376,OUT049,1999,Médio,Local 1,Tipo 1,1294.3152
FDV15,10.3,Low Fat,0.14676789699999998,Carnes,102.3648,OUT018,2009,Médio,Local 3,Tipo 2,1557.9720000000002
FDH26,19.25,Normal,0.03467086,Enlatados,141.8496,OUT013,1987,Grande,Local 3,Tipo 1,2399.5432
FDI22,12.6,Low Fat,0.09619424,Snacks,210.8612,OUT035,2004,Pequeno,Local 2,Tipo 1,1254.3672
FDJ26,15.3,Normal,0.08511049,Enlatados,215.7218,OUT018,2009,Médio,Local 3,Tipo 2,1923.4962
FDN21,18.6,Low Fat,0.077168705,Snacks,160.6236,OUT018,2009,Médio,Local 3,Tipo 2,1611.236
FDD09,13.5,Low Fat,0.021583971,Frutas e Verduras,179.5976,OUT018,2009,Médio,Local 3,Tipo 2,2173.1712
NCD42,16.5,Low Fat,0.012689327,Saúde e Higiene,39.7506,OUT018,2009,Médio,Local 3,Tipo 2,227.7036
FDO37,8.06,Low Fat,0.0,Café da manhã,232.7326,OUT018,2009,Médio,Local 3,Tipo 2,3696.5216
FDS04,10.195,Normal,0.0,Congelados,139.5838,OUT018,2009,Médio,Local 3,Tipo 2,4495.4816
FDR35,12.5,Low Fat,0.020782036,Pães,198.3742,OUT018,2009,Médio,Local 3,Tipo 2,2587.9646
FDB04,11.35,Normal,0.06317369099999999,Laticínios,86.1856,OUT013,1987,Grande,Local 3,Tipo 1,1494.0552
FDF45,18.2,Normal,0.012223686999999999,Frutas e Verduras,57.1904,OUT049,1999,Médio,Local 1,Tipo 1,1640.5312
FDH04,6.115,Normal,0.011419301000000001,Congelados,91.0488,OUT018,2009,Médio,Local 3,Tipo 2,1629.8784
FDL25,6.92,Normal,0.131458247,Café da manhã,90.5804,OUT018,2009,Médio,Local 3,Tipo 2,183.7608
FDK40,7.035,Low Fat,0.021883367999999997,Congelados,263.791,OUT049,1999,Médio,Local 1,Tipo 1,4996.829000000001
FDV46,18.2,Low Fat,0.012607876,Snacks,139.81799999999998,OUT046,1997,Pequeno,Local 1,Tipo 1,1398.18
NCQ53,17.6,Low Fat,0.018934719,Saúde e Higiene,237.75900000000001,OUT049,1999,Médio,Local 1,Tipo 1,3545.385
FDI33,16.5,Low Fat,0.028395167000000002,Snacks,91.7146,OUT013,1987,Grande,Local 3,Tipo 1,2462.7942
FDG08,13.15,Normal,0.165221717,Frutas e Verduras,172.0764,OUT013,1987,Grande,Local 3,Tipo 1,4466.1864
FDE39,7.89,Low Fat,0.036127671,Laticínios,117.4782,OUT035,2004,Pequeno,Local 2,Tipo 1,2026.0294
FDH53,20.5,Normal,0.019277945,Congelados,82.8592,OUT018,2009,Médio,Local 3,Tipo 2,1733.7432
FDB09,16.25,Low Fat,0.057629899000000005,Frutas e Verduras,123.9046,OUT018,2009,Médio,Local 3,Tipo 2,1120.5414
FDI22,12.6,Low Fat,0.09621243199999999,Snacks,207.2612,OUT046,1997,Pequeno,Local 1,Tipo 1,4390.2852
FDJ57,7.42,Normal,0.021573645,Frutos do mar,184.6582,OUT046,1997,Pequeno,Local 1,Tipo 1,5015.4714
DRC49,8.67,Low Fat,0.065424208,Refrigerantes,145.8128,OUT035,2004,Pequeno,Local 2,Tipo 1,2444.8176
FDU43,19.35,Normal,0.0,Frutas e Verduras,238.6564,OUT013,1987,Grande,Local 3,Tipo 1,3575.3459999999995
FDA50,16.25,Low Fat,0.087102593,Laticínios,96.041,OUT013,1987,Grande,Local 3,Tipo 1,868.8689999999999
FDQ13,11.1,Low Fat,0.010632751999999999,Enlatados,82.5908,OUT013,1987,Grande,Local 3,Tipo 1,1510.0344
FDQ23,6.55,Low Fat,0.024505417999999998,Pães,102.9332,OUT013,1987,Grande,Local 3,Tipo 1,1845.5976
NCO42,21.25,Low Fat,0.024693927,Itens para casa,144.1102,OUT049,1999,Médio,Local 1,Tipo 1,1749.7224
FDW57,8.31,Normal,0.0,Snacks,177.4028,OUT046,1997,Pequeno,Local 1,Tipo 1,3896.2616
DRN47,12.1,Low Fat,0.016826748,Bebidas fortes,179.166,OUT046,1997,Pequeno,Local 1,Tipo 1,3056.022
NCN42,20.25,Low Fat,0.0,Itens para casa,145.6418,OUT013,1987,Grande,Local 3,Tipo 1,3384.2614
FDX45,16.75,Low Fat,0.0,Snacks,156.16299999999998,OUT046,1997,Pequeno,Local 1,Tipo 1,2816.3340000000003
FDO08,11.1,Normal,0.053765212,Frutas e Verduras,163.1526,OUT035,2004,Pequeno,Local 2,Tipo 1,1808.9786
FDG10,6.63,Normal,0.01098386,Snacks,55.4588,OUT018,2009,Médio,Local 3,Tipo 2,343.5528
FDZ40,8.935,Low Fat,0.040245222000000004,Congelados,54.9298,OUT049,1999,Médio,Local 1,Tipo 1,1348.245
FDZ46,7.485,Low Fat,0.069231189,Snacks,112.1228,OUT049,1999,Médio,Local 1,Tipo 1,1215.7508
FDI46,9.5,Low Fat,0.074648119,Snacks,253.3724,OUT018,2009,Médio,Local 3,Tipo 2,755.0172
NCW53,18.35,Low Fat,0.030542489,Saúde e Higiene,193.1162,OUT049,1999,Médio,Local 1,Tipo 1,2693.8268
FDY52,6.365,Low Fat,0.007359711,Congelados,60.1536,OUT049,1999,Médio,Local 1,Tipo 1,490.0288
FDU07,11.1,Low Fat,0.059940022,Frutas e Verduras,149.1366,OUT049,1999,Médio,Local 1,Tipo 1,4231.8248
FDT16,9.895,Normal,0.048860587000000004,Congelados,260.2278,OUT018,2009,Médio,Local 3,Tipo 2,4165.2448
NCY29,13.65,Low Fat,0.077219509,Saúde e Higiene,56.493,OUT035,2004,Pequeno,Local 2,Tipo 1,509.337
NCQ18,15.75,Low Fat,0.13504726,Itens para casa,98.57,OUT035,2004,Pequeno,Local 2,Tipo 1,2496.75
FDS02,10.195,Normal,0.146094132,Laticínios,196.1794,OUT049,1999,Médio,Local 1,Tipo 1,2926.191
NCK31,10.895,Low Fat,0.027157955,Outros,50.2666,OUT018,2009,Médio,Local 3,Tipo 2,820.2656
FDO19,17.7,Normal,0.016596645,Frutas e Verduras,48.3034,OUT046,1997,Pequeno,Local 1,Tipo 1,777.6544
DRF37,17.25,Low Fat,0.084316691,Refrigerantes,263.39099999999996,OUT035,2004,Pequeno,Local 2,Tipo 1,6311.784000000001
FDN21,18.6,Low Fat,0.07679167099999999,Snacks,161.0236,OUT013,1987,Grande,Local 3,Tipo 1,3705.8428
FDM14,13.8,Low Fat,0.01326146,Enlatados,108.0254,OUT035,2004,Pequeno,Local 2,Tipo 1,759.6778
FDO08,11.1,Normal,0.0,Frutas e Verduras,165.5526,OUT018,2009,Médio,Local 3,Tipo 2,1973.4312
DRM59,5.88,Low Fat,0.003597678,Bebidas fortes,153.8998,OUT049,1999,Médio,Local 1,Tipo 1,2922.1962
DRA12,11.6,Low Fat,0.041112694,Refrigerantes,142.0154,OUT018,2009,Médio,Local 3,Tipo 2,850.8924
DRG51,12.1,Low Fat,0.011539622,Laticínios,163.5526,OUT046,1997,Pequeno,Local 1,Tipo 1,2302.3364
DRN37,9.6,Low Fat,0.09627919,Refrigerantes,167.3158,OUT035,2004,Pequeno,Local 2,Tipo 1,1838.2738
FDS47,16.75,Low Fat,0.12888573,Pães,87.6856,OUT046,1997,Pequeno,Local 1,Tipo 1,1494.0552
DRI23,18.85,Low Fat,0.137755834,Bebidas fortes,161.8578,OUT018,2009,Médio,Local 3,Tipo 2,3530.0716
FDU50,5.75,Normal,0.07528708099999999,Laticínios,115.3176,OUT049,1999,Médio,Local 1,Tipo 1,572.5880000000001
FDD22,10.0,Low Fat,0.100055625,Snacks,113.3544,OUT018,2009,Médio,Local 3,Tipo 2,3467.4864
FDG04,13.1,Low Fat,0.006061565,Congelados,188.9898,OUT035,2004,Pequeno,Local 2,Tipo 1,4303.0654
FDM08,10.1,Normal,0.053667516,Frutas e Verduras,223.0088,OUT049,1999,Médio,Local 1,Tipo 1,671.1264
FDX44,9.3,Low Fat,0.043141572,Frutas e Verduras,90.4172,OUT018,2009,Médio,Local 3,Tipo 2,1249.0408
FDT46,11.35,Low Fat,0.03093263,Snacks,51.5008,OUT018,2009,Médio,Local 3,Tipo 2,607.2096
FDT24,12.35,Normal,0.185824165,Padaria,78.5328,OUT035,2004,Pequeno,Local 2,Tipo 1,695.0952
FDV47,17.1,Low Fat,0.0,Pães,85.5566,OUT049,1999,Médio,Local 1,Tipo 1,1860.2452
FDZ26,11.6,Normal,0.143897558,Laticínios,240.6222,OUT013,1987,Grande,Local 3,Tipo 1,2868.2664
DRJ01,6.135,Low Fat,0.11550099900000001,Refrigerantes,161.1236,OUT018,2009,Médio,Local 3,Tipo 2,644.4944
NCN07,18.5,Low Fat,0.033938279,Outros,132.5284,OUT035,2004,Pequeno,Local 2,Tipo 1,1318.2839999999999
FDI28,14.3,Low Fat,0.026299797000000003,Congelados,79.4302,OUT013,1987,Grande,Local 3,Tipo 1,1743.0644
FDP46,15.35,Low Fat,0.0,Snacks,88.28299999999999,OUT046,1997,Pequeno,Local 1,Tipo 1,1797.66
FDX26,17.7,Low Fat,0.0,Laticínios,182.5292,OUT013,1987,Grande,Local 3,Tipo 1,2736.438
FDD56,15.2,Normal,0.10377827,Frutas e Verduras,175.6054,OUT046,1997,Pequeno,Local 1,Tipo 1,2451.4756
FDV57,15.25,Normal,0.0,Snacks,179.766,OUT018,2009,Médio,Local 3,Tipo 2,3056.022
FDA07,7.55,Normal,0.030938774,Frutas e Verduras,121.0072,OUT035,2004,Pequeno,Local 2,Tipo 1,2082.6224
FDQ01,19.7,Normal,0.160671255,Enlatados,254.7014,OUT035,2004,Pequeno,Local 2,Tipo 1,3570.0196
FDW46,13.0,Normal,0.070243155,Snacks,65.7484,OUT013,1987,Grande,Local 3,Tipo 1,391.4904
FDY01,11.8,Normal,0.17054823800000002,Enlatados,113.8834,OUT049,1999,Médio,Local 1,Tipo 1,1382.2008
FDG60,20.35,Low Fat,0.060794097000000005,Padaria,233.6616,OUT049,1999,Médio,Local 1,Tipo 1,2577.9776
FDL22,16.85,Low Fat,0.036446751,Snacks,90.3488,OUT049,1999,Médio,Local 1,Tipo 1,996.0368
FDO12,15.75,Low Fat,0.05488482099999999,Padaria,195.3452,OUT013,1987,Grande,Local 3,Tipo 1,1761.7068
FDX12,18.2,Normal,0.026064486,Padaria,241.8196,OUT046,1997,Pequeno,Local 1,Tipo 1,4097.3332
FDR28,13.85,Normal,0.025936747000000003,Congelados,164.921,OUT049,1999,Médio,Local 1,Tipo 1,2609.936
FDC04,15.6,Low Fat,0.045168898,Laticínios,242.9854,OUT018,2009,Médio,Local 3,Tipo 2,2175.1686
NCI06,11.3,Low Fat,0.04767798,Itens para casa,181.46599999999998,OUT013,1987,Grande,Local 3,Tipo 1,3775.086
FDM33,15.6,Low Fat,0.087646694,Snacks,221.5798,OUT013,1987,Grande,Local 3,Tipo 1,5509.495
FDO56,10.195,Normal,0.045165795999999994,Frutas e Verduras,118.4808,OUT018,2009,Médio,Local 3,Tipo 2,1640.5312
FDQ45,9.5,Normal,0.010914988,Snacks,183.8608,OUT035,2004,Pequeno,Local 2,Tipo 1,2572.6512
FDI34,10.65,Normal,0.085268317,Snacks,229.7668,OUT049,1999,Médio,Local 1,Tipo 1,3916.2356
FDV08,7.35,Low Fat,0.028571132000000003,Frutas e Verduras,40.8454,OUT013,1987,Grande,Local 3,Tipo 1,587.2356
DRD60,15.7,Low Fat,0.037383778,Refrigerantes,179.7634,OUT018,2009,Médio,Local 3,Tipo 2,1817.634
FDG59,15.85,Low Fat,0.043410693,Alimentos com amido,39.4164,OUT018,2009,Médio,Local 3,Tipo 2,154.4656
FDN58,13.8,Normal,0.056872392,Snacks,231.1984,OUT046,1997,Pequeno,Local 1,Tipo 1,5097.3648
FDV48,9.195,Normal,0.051573903,Padaria,79.8644,OUT013,1987,Grande,Local 3,Tipo 1,785.6439999999999
FDI19,15.1,Low Fat,0.052295514,Carnes,242.9512,OUT013,1987,Grande,Local 3,Tipo 1,4847.024
FDX19,19.1,Low Fat,0.09712786699999999,Frutas e Verduras,234.4958,OUT018,2009,Médio,Local 3,Tipo 2,1635.8706
FDO52,11.6,Normal,0.077284566,Congelados,172.4106,OUT049,1999,Médio,Local 1,Tipo 1,4277.765
NCP17,19.35,Low Fat,0.02775746,Saúde e Higiene,62.5168,OUT049,1999,Médio,Local 1,Tipo 1,1534.0032
NCG43,20.2,Low Fat,0.0,Itens para casa,94.1462,OUT046,1997,Pequeno,Local 1,Tipo 1,832.9158
FDY20,12.5,Normal,0.081684728,Frutas e Verduras,92.3488,OUT013,1987,Grande,Local 3,Tipo 1,1177.1344
FDB52,17.75,Low Fat,0.030410272999999998,Laticínios,256.0672,OUT013,1987,Grande,Local 3,Tipo 1,2045.3376
DRC12,17.85,Low Fat,0.037885682999999996,Refrigerantes,190.4188,OUT049,1999,Médio,Local 1,Tipo 1,952.0939999999999
DRF23,4.61,Low Fat,0.123151947,Bebidas fortes,175.2396,OUT018,2009,Médio,Local 3,Tipo 2,2093.2752
FDB56,8.75,Normal,0.074565098,Frutas e Verduras,186.8556,OUT013,1987,Grande,Local 3,Tipo 1,7322.4684
NCM17,7.93,Low Fat,0.07107667200000001,Saúde e Higiene,44.9086,OUT013,1987,Grande,Local 3,Tipo 1,802.9548
DRN35,8.01,Low Fat,0.070234306,Bebidas fortes,34.9532,OUT035,2004,Pequeno,Local 2,Tipo 1,539.298
NCD42,16.5,Low Fat,0.012657493999999998,Saúde e Higiene,36.3506,OUT049,1999,Médio,Local 1,Tipo 1,872.8638
FDW11,12.6,Low Fat,0.048857925,Pães,61.0194,OUT049,1999,Médio,Local 1,Tipo 1,1052.6298
NCY42,6.38,Low Fat,0.015186146000000001,Itens para casa,144.947,OUT049,1999,Médio,Local 1,Tipo 1,3435.528
FDV26,20.25,Normal,0.0,Laticínios,194.2794,OUT049,1999,Médio,Local 1,Tipo 1,4291.7468
NCG07,12.3,Low Fat,0.052502049,Itens para casa,190.85299999999998,OUT046,1997,Pequeno,Local 1,Tipo 1,4364.319
FDC44,15.6,Low Fat,0.172596885,Frutas e Verduras,114.8518,OUT046,1997,Pequeno,Local 1,Tipo 1,2163.1842
FDC47,15.0,Low Fat,0.118868155,Snacks,229.4694,OUT035,2004,Pequeno,Local 2,Tipo 1,5937.6044
NCK53,11.6,Low Fat,0.037639672,Saúde e Higiene,98.4042,OUT049,1999,Médio,Local 1,Tipo 1,1388.8588
FDS59,14.8,Normal,0.043885147,Pães,108.757,OUT035,2004,Pequeno,Local 2,Tipo 1,1867.569
DRK47,7.905,Low Fat,0.064163983,Bebidas fortes,229.9694,OUT049,1999,Médio,Local 1,Tipo 1,4567.388
FDM51,11.8,Normal,0.02592132,Carnes,101.9674,OUT035,2004,Pequeno,Local 2,Tipo 1,1731.7458
FDY48,14.0,Low Fat,0.023734872,Padaria,103.2332,OUT046,1997,Pequeno,Local 1,Tipo 1,1845.5976
FDA35,14.85,Normal,0.053921264,Padaria,123.0072,OUT049,1999,Médio,Local 1,Tipo 1,1960.1152
NCL31,7.39,Low Fat,0.12077096300000001,Outros,143.447,OUT018,2009,Médio,Local 3,Tipo 2,2290.3520000000003
FDC47,15.0,Low Fat,0.118791698,Snacks,229.9694,OUT013,1987,Grande,Local 3,Tipo 1,4339.0186
FDD28,10.695,Low Fat,0.053296868,Congelados,59.6904,OUT046,1997,Pequeno,Local 1,Tipo 1,937.4464
FDP31,21.1,Normal,0.161474419,Frutas e Verduras,62.9168,OUT035,2004,Pequeno,Local 2,Tipo 1,1086.5856
DRD25,6.135,Low Fat,0.079293753,Refrigerantes,111.286,OUT018,2009,Médio,Local 3,Tipo 2,2263.72
NCP18,12.15,Low Fat,0.02859825,Itens para casa,150.4708,OUT046,1997,Pequeno,Local 1,Tipo 1,2257.062
FDH50,15.0,Normal,0.162093059,Enlatados,182.5266,OUT018,2009,Médio,Local 3,Tipo 2,1290.9862
FDG31,12.15,Low Fat,0.037889224,Carnes,64.7826,OUT035,2004,Pequeno,Local 2,Tipo 1,904.1564
FDQ20,8.325,Low Fat,0.029779207000000002,Frutas e Verduras,39.3138,OUT035,2004,Pequeno,Local 2,Tipo 1,974.7312
FDJ60,19.35,Normal,0.062516602,Padaria,163.9184,OUT035,2004,Pequeno,Local 2,Tipo 1,3137.2496
FDI53,8.895,Normal,0.137618927,Congelados,161.5236,OUT035,2004,Pequeno,Local 2,Tipo 1,1772.3596
FDZ14,7.71,Normal,0.04758869599999999,Laticínios,122.4756,OUT046,1997,Pequeno,Local 1,Tipo 1,605.878
FDF28,15.7,Normal,0.037864721000000004,Congelados,124.1046,OUT046,1997,Pequeno,Local 1,Tipo 1,1120.5414
NCN54,20.35,Low Fat,0.021326471,Itens para casa,76.1328,OUT046,1997,Pequeno,Local 1,Tipo 1,772.328
FDH45,15.1,Normal,0.105666833,Frutas e Verduras,41.6796,OUT046,1997,Pequeno,Local 1,Tipo 1,495.3552
NCW30,5.21,Low Fat,0.011007815,Itens para casa,259.5962,OUT035,2004,Pequeno,Local 2,Tipo 1,2848.9582
DRN35,8.01,Low Fat,0.070247589,Bebidas fortes,37.5532,OUT046,1997,Pequeno,Local 1,Tipo 1,1366.2216
FDN28,5.88,Normal,0.030294931,Congelados,104.09899999999999,OUT049,1999,Médio,Local 1,Tipo 1,412.796
FDA49,19.7,Low Fat,0.0650227,Enlatados,87.0198,OUT049,1999,Médio,Local 1,Tipo 1,697.7584
FDD52,18.25,Normal,0.183579854,Laticínios,110.85700000000001,OUT049,1999,Médio,Local 1,Tipo 1,1977.4260000000002
FDZ31,15.35,Normal,0.11367842199999999,Frutas e Verduras,189.7504,OUT018,2009,Médio,Local 3,Tipo 2,2492.7552
FDU08,10.3,Low Fat,0.027292686,Frutas e Verduras,101.2042,OUT013,1987,Grande,Local 3,Tipo 1,396.8168
FDU15,13.65,Normal,0.026602089,Carnes,35.1532,OUT046,1997,Pequeno,Local 1,Tipo 1,790.9704
FDD45,8.615,Low Fat,0.116226984,Frutas e Verduras,95.9436,OUT035,2004,Pequeno,Local 2,Tipo 1,2741.7644
FDD08,8.3,Low Fat,0.035409328,Frutas e Verduras,36.2506,OUT049,1999,Médio,Local 1,Tipo 1,834.9132
FDB05,5.155,Low Fat,0.083327693,Congelados,247.2776,OUT049,1999,Médio,Local 1,Tipo 1,5944.2624
FDZ07,15.1,Normal,0.0,Frutas e Verduras,63.7194,OUT018,2009,Médio,Local 3,Tipo 2,1362.2268
FDS57,15.5,Low Fat,0.103422709,Snacks,144.847,OUT035,2004,Pequeno,Local 2,Tipo 1,1717.764
FDX28,6.325,Low Fat,0.125688044,Congelados,100.9042,OUT018,2009,Médio,Local 3,Tipo 2,2083.2882
FDX44,9.3,Low Fat,0.04295842,Frutas e Verduras,89.3172,OUT035,2004,Pequeno,Local 2,Tipo 1,2051.9956
NCA17,20.6,Low Fat,0.045603215,Saúde e Higiene,149.2392,OUT018,2009,Médio,Local 3,Tipo 2,4026.7584
FDY40,15.5,Normal,0.085834992,Congelados,49.6692,OUT046,1997,Pequeno,Local 1,Tipo 1,788.3072
NCX54,9.195,Low Fat,0.048050783,Itens para casa,105.6622,OUT035,2004,Pequeno,Local 2,Tipo 1,1693.7952
FDK28,5.695,Low Fat,0.06558990599999999,Congelados,258.2646,OUT046,1997,Pequeno,Local 1,Tipo 1,5410.9566
FDT11,5.94,Normal,0.029492018,Pães,188.0556,OUT018,2009,Médio,Local 3,Tipo 2,938.778
NCK30,14.85,Low Fat,0.060927824000000005,Itens para casa,254.8698,OUT013,1987,Grande,Local 3,Tipo 1,4819.7262
NCM43,14.5,Low Fat,0.019459163999999998,Outros,161.621,OUT013,1987,Grande,Local 3,Tipo 1,2120.573
FDJ14,10.3,Normal,0.050070475999999996,Enlatados,77.896,OUT046,1997,Pequeno,Local 1,Tipo 1,1278.336
