distrito,latitude,longitude,tipo_de_quarto,preco,numero_minimo_noites,numero_comentarios,numero_de_reservas,disponibilidade_anual
Brooklyn,40.70697,-73.92401,Private room,54,5,9,3,0
Manhattan,40.75966,-73.99277,Entire home/apt,350,1,0,2,83
Brooklyn,40.67965,-73.91168,Private room,55,1,15,3,15
Manhattan,40.76853,-73.96406999999999,Private room,79,1,8,1,31
Manhattan,40.73393,-74.00551999999999,Entire home/apt,250,5,0,1,365
Brooklyn,40.66945,-73.95716999999999,Private room,64,30,1,7,94
Brooklyn,40.669990000000006,-73.95959,Private room,65,30,1,7,237
Brooklyn,40.64683,-73.93003,Private room,90,2,6,4,360
Queens,40.76402,-73.89098,Private room,44,1,0,2,0
Brooklyn,40.67093,-73.97555,Entire home/apt,101,60,0,2,32
Queens,40.7387,-73.8771,Private room,33,30,0,37,31
Manhattan,40.74034,-74.00084,Entire home/apt,162,2,6,1,66
Manhattan,40.76921,-73.99239,Private room,105,1,1,2,0
Manhattan,40.76347,-73.98776,Entire home/apt,420,5,10,1,130
Brooklyn,40.68325,-73.98125999999999,Private room,46,1,0,1,0
Brooklyn,40.69077,-73.92667,Private room,36,30,0,6,38
Manhattan,40.86202,-73.92771,Private room,45,2,2,1,180
Manhattan,40.72485,-73.98422,Private room,119,2,3,1,2
Manhattan,40.7958,-73.93766,Private room,90,2,8,2,174
Brooklyn,40.6605,-73.94767,Entire home/apt,120,2,9,1,10
Brooklyn,40.578590000000005,-73.95962,Entire home/apt,160,2,1,1,102
Bronx,40.90406,-73.86286,Entire home/apt,65,1,1,1,29
Manhattan,40.75939,-73.99501,Private room,100,1,1,1,23
Manhattan,40.85719,-73.93048,Private room,35,3,3,1,5
Brooklyn,40.68078,-73.91283,Private room,55,1,15,3,20
Bronx,40.835159999999995,-73.86024,Entire home/apt,85,2,1,4,349
Brooklyn,40.68773,-73.91039,Private room,88,28,5,1,24
Manhattan,40.76236,-73.96481999999999,Private room,160,3,7,1,81
Brooklyn,40.6897,-73.91145999999999,Private room,70,2,8,3,61
Brooklyn,40.68305,-73.92322,Entire home/apt,76,3,7,3,285
Brooklyn,40.70041,-73.92884000000001,Private room,90,5,2,2,323
Manhattan,40.72202,-73.99491,Entire home/apt,200,2,7,1,252
Manhattan,40.82032,-73.94464,Private room,59,1,6,1,74
Queens,40.73614,-73.92068,Private room,35,30,0,103,245
Manhattan,40.819,-73.94568000000001,Entire home/apt,160,29,0,1,0
Brooklyn,40.716640000000005,-73.94534,Entire home/apt,300,15,0,1,35
Manhattan,40.76412,-73.99173,Entire home/apt,269,5,0,1,19
Manhattan,40.74945,-73.99511,Entire home/apt,99,31,4,1,165
Manhattan,40.76335,-73.99051,Private room,65,2,3,1,0
Manhattan,40.81153,-73.96112,Shared room,34,5,0,1,14
Brooklyn,40.71139,-73.9598,Entire home/apt,150,2,4,1,1
Brooklyn,40.72599,-73.95498,Private room,185,1,8,1,123
Manhattan,40.70388,-74.0082,Entire home/apt,165,2,6,1,1
Brooklyn,40.64418,-73.92556,Private room,125,1,11,1,29
Manhattan,40.75114,-73.99843,Entire home/apt,150,8,3,1,39
Manhattan,40.81003,-73.94535,Entire home/apt,100,6,0,1,332
Queens,40.687870000000004,-73.77727,Private room,88,2,2,1,180
Brooklyn,40.67435,-73.9891,Private room,99,1,20,1,1
Manhattan,40.77867,-73.95143,Entire home/apt,151,1,30,1,42
Brooklyn,40.67637,-73.94309,Entire home/apt,105,2,6,2,286
Manhattan,40.71715,-74.00368,Entire home/apt,345,2,1,1,179
Manhattan,40.7866,-73.94225,Entire home/apt,150,2,2,1,102
Brooklyn,40.68482,-73.95136,Private room,57,2,12,1,51
Queens,40.75792,-73.92249,Private room,120,1,0,2,89
Brooklyn,40.6794,-73.94996,Private room,34,30,0,1,40
Brooklyn,40.6943,-73.95004,Private room,65,4,1,1,17
Manhattan,40.75886,-73.96596,Entire home/apt,200,5,12,1,127
Manhattan,40.83532,-73.94428,Private room,47,5,4,6,272
Brooklyn,40.6756,-73.9251,Private room,100,3,2,1,163
Manhattan,40.7277,-74.00104,Entire home/apt,129,31,7,1,167
Brooklyn,40.67917,-73.94624,Entire home/apt,150,2,3,1,251
Manhattan,40.76491,-73.98659,Entire home/apt,165,5,0,1,67
Brooklyn,40.69612,-73.92918,Private room,66,2,11,1,147
Bronx,40.86925,-73.89974000000001,Private room,35,1,8,1,48
Brooklyn,40.69814,-73.9286,Private room,63,2,10,1,127
Brooklyn,40.70867,-73.93890999999999,Private room,65,15,1,1,0
Manhattan,40.76582,-73.98571,Private room,100,3,0,6,351
Manhattan,40.72777,-73.97951,Private room,180,3,0,1,91
Manhattan,40.78548,-73.97078,Entire home/apt,352,30,0,232,202
Brooklyn,40.73292,-73.95395,Entire home/apt,150,2,2,1,241
Manhattan,40.7243,-74.0111,Entire home/apt,225,3,0,1,42
Manhattan,40.77127,-73.99237,Entire home/apt,360,2,13,1,251
Brooklyn,40.695409999999995,-73.90785,Shared room,28,1,8,4,41
Brooklyn,40.688340000000004,-73.9989,Entire home/apt,170,2,5,1,43
Manhattan,40.7284,-73.99053,Private room,61,30,3,1,84
Brooklyn,40.69804,-73.94546,Private room,79,2,9,6,136
Manhattan,40.71697,-73.98605,Entire home/apt,325,4,4,1,65
Brooklyn,40.696059999999996,-73.9095,Shared room,28,1,4,4,53
Manhattan,40.78995,-73.94603000000001,Private room,100,1,7,1,0
Queens,40.74895,-73.9474,Entire home/apt,199,2,6,2,175
Manhattan,40.78202,-73.94826,Entire home/apt,200,3,3,2,0
Manhattan,40.773179999999996,-73.98836,Entire home/apt,300,3,2,1,13
Brooklyn,40.675990000000006,-73.97664,Entire home/apt,145,5,0,1,38
Brooklyn,40.69765,-73.94715,Private room,81,2,10,6,121
Brooklyn,40.69952,-73.9451,Private room,81,2,13,6,164
Brooklyn,40.69806,-73.94544,Private room,81,1,9,6,105
Brooklyn,40.69741,-73.94555,Private room,81,2,9,6,128
Brooklyn,40.68892,-73.87167,Entire home/apt,100,2,6,2,150
Brooklyn,40.69915,-73.94709,Private room,81,2,0,6,150
Brooklyn,40.68946,-73.94181,Entire home/apt,165,4,9,2,201
Brooklyn,40.72215,-73.94317,Private room,75,5,2,1,0
Manhattan,40.765370000000004,-73.98767,Private room,92,5,2,1,187
Queens,40.731359999999995,-73.87402,Private room,70,2,3,1,0
Queens,40.70913,-73.89486,Private room,34,30,0,23,324
Queens,40.74508,-73.90290999999999,Shared room,65,2,8,1,89
Queens,40.7081,-73.89506999999999,Private room,34,30,0,23,278
Bronx,40.83715,-73.83489,Private room,60,1,20,5,343
Queens,40.70722,-73.89614,Private room,34,30,1,23,281
Manhattan,40.77414,-73.95300999999999,Entire home/apt,140,3,5,1,18
Brooklyn,40.69258,-73.93638,Entire home/apt,95,5,3,2,120
Queens,40.70775,-73.89471999999999,Private room,34,30,0,23,201
Brooklyn,40.648070000000004,-73.9789,Private room,40,7,0,1,102
Brooklyn,40.61523,-74.02917,Private room,60,4,0,1,155
Brooklyn,40.671440000000004,-73.94613000000001,Entire home/apt,120,2,14,1,298
Brooklyn,40.686820000000004,-73.93493000000001,Entire home/apt,130,29,1,2,283
Brooklyn,40.691159999999996,-73.92658,Private room,35,30,1,3,53
Brooklyn,40.69214,-73.95217,Entire home/apt,189,3,10,2,349
Queens,40.74351,-73.90405,Private room,44,1,11,2,331
Brooklyn,40.68492,-73.9334,Entire home/apt,135,20,2,2,285
Manhattan,40.8415,-73.9375,Private room,55,2,6,1,0
Manhattan,40.7651,-73.97808,Private room,199,1,1,2,350
Brooklyn,40.67794,-73.96023000000001,Entire home/apt,400,1,2,1,362
Queens,40.74657,-73.93289,Entire home/apt,129,1,3,2,95
Brooklyn,40.69422,-73.93231999999999,Entire home/apt,225,2,10,1,38
Manhattan,40.855309999999996,-73.9283,Private room,75,2,1,2,58
Brooklyn,40.6908,-73.92784,Private room,35,30,1,3,53
Brooklyn,40.68938,-73.9263,Private room,35,30,0,3,54
Manhattan,40.76458,-73.96759,Entire home/apt,159,31,9,1,157
Brooklyn,40.68567,-73.87985,Private room,36,1,8,1,192
Brooklyn,40.70628,-73.9379,Entire home/apt,190,1,13,1,171
Brooklyn,40.69903,-73.9149,Private room,70,1,14,4,78
Brooklyn,40.6763,-73.97287,Entire home/apt,186,5,0,1,107
Brooklyn,40.70205,-73.91338,Entire home/apt,150,2,4,1,89
Manhattan,40.814820000000005,-73.94476999999999,Private room,75,2,9,1,227
Brooklyn,40.68466,-73.94349,Entire home/apt,75,2,4,1,103
Manhattan,40.83266,-73.9414,Private room,45,3,6,1,4
Brooklyn,40.69916,-73.91572,Private room,68,1,9,4,55
Staten Island,40.610409999999995,-74.11593,Entire home/apt,135,3,2,3,36
Manhattan,40.80712,-73.95685999999999,Private room,103,2,14,1,19
Manhattan,40.7665,-73.98943,Shared room,85,1,9,9,365
Manhattan,40.79551,-73.94813,Entire home/apt,200,7,2,1,173
Manhattan,40.80332,-73.94853,Private room,95,1,11,2,256
Queens,40.745059999999995,-73.90602,Private room,56,30,0,103,242
Queens,40.73591,-73.92415,Private room,90,2,12,1,57
Brooklyn,40.6348,-74.00304,Private room,60,1,6,2,46
Queens,40.74116,-73.86667,Shared room,24,1,4,8,346
Brooklyn,40.66681,-73.9549,Private room,45,2,4,1,10
Manhattan,40.80144,-73.96409,Private room,44,2,1,1,0
Brooklyn,40.65164,-73.95533,Entire home/apt,120,4,1,1,0
Manhattan,40.73264,-74.00421999999999,Entire home/apt,450,2,4,1,43
Queens,40.74086,-73.86618,Shared room,24,1,3,8,332
Queens,40.7093,-73.8954,Private room,34,30,0,23,252
Queens,40.70893,-73.89636,Private room,34,30,0,23,243
Manhattan,40.76597,-73.9893,Private room,98,6,2,3,4
Queens,40.70897,-73.89663,Private room,34,30,0,23,335
Manhattan,40.798190000000005,-73.93953,Entire home/apt,500,2,0,1,55
Queens,40.70762,-73.89526,Private room,34,30,0,23,317
Queens,40.70862,-73.89536,Private room,34,30,0,23,314
Brooklyn,40.70409,-73.94078,Entire home/apt,195,2,1,1,0
Queens,40.70876,-73.89704,Private room,34,30,0,23,322
Brooklyn,40.69764,-73.91585,Private room,62,17,2,1,21
Manhattan,40.80298,-73.95375,Shared room,20,1,0,3,2
Queens,40.70769,-73.89641,Private room,34,30,1,23,325
Queens,40.70885,-73.89634000000001,Private room,34,30,0,23,136
Queens,40.70937,-73.89702,Private room,34,30,0,23,192
Brooklyn,40.69593,-73.97003000000001,Private room,75,1,0,1,0
Bronx,40.81338,-73.85821,Entire home/apt,75,2,5,1,86
Manhattan,40.78222,-73.9456,Private room,95,3,3,9,8
Queens,40.70807,-73.89483,Private room,34,30,0,23,322
Brooklyn,40.66738,-73.93669,Shared room,25,2,1,3,167
Manhattan,40.745779999999996,-73.99091,Private room,130,2,3,3,132
Brooklyn,40.69174,-73.90811,Private room,40,30,0,1,365
Brooklyn,40.667790000000004,-73.93729,Shared room,45,2,0,3,179
Manhattan,40.72365,-73.99377,Private room,150,4,2,1,6
Brooklyn,40.665490000000005,-73.94615999999999,Entire home/apt,220,2,4,1,251
Queens,40.75009,-73.94864,Private room,85,1,15,1,67
Manhattan,40.71983,-73.98980999999999,Private room,135,1,10,3,93
Brooklyn,40.65295,-73.9463,Private room,42,7,4,9,120
Brooklyn,40.70445,-73.94491,Private room,75,4,5,1,6
Manhattan,40.80437,-73.94595,Private room,85,1,3,1,193
Manhattan,40.72359,-73.98519,Entire home/apt,140,3,1,1,56
Manhattan,40.82185,-73.9413,Private room,99,2,1,1,359
Brooklyn,40.68737,-73.94346,Entire home/apt,140,1,3,1,316
Queens,40.767520000000005,-73.91433,Entire home/apt,250,3,13,1,76
Manhattan,40.72607,-73.98625,Entire home/apt,190,2,2,2,0
Manhattan,40.783640000000005,-73.94586,Entire home/apt,175,3,1,9,103
Brooklyn,40.69899,-73.91667,Private room,65,1,9,4,66
Brooklyn,40.69932,-73.91575999999999,Private room,65,1,7,4,61
Manhattan,40.74602,-73.98486,Entire home/apt,339,3,20,1,86
Queens,40.76939,-73.92139,Entire home/apt,175,1,0,1,185
Manhattan,40.72391,-73.98409000000001,Entire home/apt,700,2,8,1,263
Manhattan,40.835879999999996,-73.93978,Private room,65,2,7,1,180
Bronx,40.83959,-73.78586999999999,Private room,100,7,0,1,180
Brooklyn,40.6991,-73.92917,Entire home/apt,249,6,4,2,177
Brooklyn,40.71213,-73.95100000000001,Private room,84,5,0,1,60
Manhattan,40.79179,-73.96623000000001,Private room,500,1,1,1,90
Manhattan,40.73198,-74.00525999999999,Entire home/apt,149,31,5,1,219
Brooklyn,40.64582,-73.97898,Private room,85,10,0,1,52
Brooklyn,40.69267,-73.94395,Private room,79,2,2,2,5
Manhattan,40.74371,-73.99622,Entire home/apt,225,3,2,1,33
Manhattan,40.732859999999995,-74.00463,Entire home/apt,160,3,3,1,2
Brooklyn,40.654379999999996,-73.95181,Private room,54,1,14,5,81
Brooklyn,40.65214,-73.95159,Private room,53,1,15,5,77
Brooklyn,40.71009,-73.95841999999999,Private room,90,3,4,1,63
Queens,40.71757,-73.7961,Private room,65,1,1,2,139
Brooklyn,40.7121,-73.94346999999999,Entire home/apt,130,10,0,2,34
Manhattan,40.845420000000004,-73.93945,Private room,55,1,1,1,157
Brooklyn,40.71093,-73.95815,Entire home/apt,250,31,1,1,90
Manhattan,40.81431,-73.93994,Entire home/apt,130,1,6,3,0
Manhattan,40.72811,-73.99893,Private room,90,2,4,1,146
Brooklyn,40.70333,-73.92557,Entire home/apt,80,1,0,1,213
Brooklyn,40.65116,-73.94525,Private room,40,7,1,9,172
Brooklyn,40.65286,-73.94532,Private room,40,7,2,9,151
Brooklyn,40.71331,-73.9627,Private room,75,1,0,1,43
Manhattan,40.75563,-73.9691,Entire home/apt,200,28,0,1,82
Brooklyn,40.6529,-73.94493,Private room,40,7,2,9,114
Brooklyn,40.67633,-73.94403,Entire home/apt,80,5,9,2,225
Bronx,40.837540000000004,-73.85764,Private room,150,1,0,1,267
Queens,40.76623,-73.91243,Private room,69,1,9,1,35
Manhattan,40.80958,-73.95743,Entire home/apt,130,8,0,1,17
Manhattan,40.70824,-74.00476,Entire home/apt,200,2,4,1,38
Brooklyn,40.71975,-73.94613000000001,Entire home/apt,110,2,3,1,26
Brooklyn,40.65228,-73.95286,Private room,54,1,11,5,62
Brooklyn,40.65235,-73.95347,Private room,54,1,10,5,70
Bronx,40.890390000000004,-73.83185999999999,Entire home/apt,50,3,8,1,34
Brooklyn,40.60456,-74.00117,Private room,49,2,1,2,316
Brooklyn,40.70044,-73.93472,Entire home/apt,150,3,0,1,17
Queens,40.69318,-73.83418,Private room,60,1,17,1,1
Queens,40.70728,-73.90572,Private room,60,4,2,1,51
Brooklyn,40.70315,-73.99424,Entire home/apt,100,2,2,1,0
Manhattan,40.82715,-73.94667,Private room,55,1,20,3,175
Manhattan,40.80337,-73.96511,Private room,69,20,0,1,0
Manhattan,40.80169,-73.96339,Private room,40,15,0,1,17
Brooklyn,40.671440000000004,-73.91457,Entire home/apt,180,2,7,1,352
Queens,40.69115,-73.80617,Entire home/apt,350,1,9,1,358
Brooklyn,40.71709,-73.96035,Private room,66,7,1,1,281
Brooklyn,40.705040000000004,-73.91868000000001,Entire home/apt,120,3,3,1,3
Manhattan,40.76447,-73.99103000000001,Shared room,69,1,4,9,364
Queens,40.73105,-73.85318000000001,Private room,70,2,6,1,288
Manhattan,40.85167,-73.92868,Entire home/apt,350,3,8,1,243
Manhattan,40.722,-73.98255999999999,Entire home/apt,179,1,4,1,0
Manhattan,40.73193,-73.97971,Private room,115,1,0,2,0
Manhattan,40.7929,-73.9391,Private room,90,2,2,3,0
Queens,40.75736,-73.92815,Private room,65,1,11,5,300
Queens,40.757709999999996,-73.92724,Private room,50,1,3,5,318
Queens,40.75925,-73.92506,Private room,45,1,6,5,342
Queens,40.75606,-73.87787,Private room,100,1,3,2,350
Manhattan,40.72827,-73.98040999999999,Private room,83,2,2,1,15
Brooklyn,40.706309999999995,-73.94467,Private room,72,30,0,3,333
Manhattan,40.806909999999995,-73.94626,Private room,98,7,2,2,321
Manhattan,40.74483,-73.99649000000001,Private room,110,30,0,1,145
Manhattan,40.733670000000004,-74.00497,Entire home/apt,250,3,2,5,265
Brooklyn,40.7062,-73.94237,Private room,72,30,0,3,318
Brooklyn,40.70709,-73.9426,Private room,73,30,0,3,364
Manhattan,40.751290000000004,-73.99538000000001,Entire home/apt,250,2,1,1,0
Queens,40.69927,-73.82643,Private room,150,1,1,1,0
Bronx,40.82565,-73.91095,Shared room,77,1,0,4,179
Manhattan,40.82289,-73.954,Private room,120,3,1,7,339
Brooklyn,40.711940000000006,-73.95428000000001,Private room,165,1,0,1,0
Manhattan,40.76704,-73.98646,Entire home/apt,199,3,0,3,358
Manhattan,40.85075,-73.93982,Entire home/apt,120,3,3,2,0
Manhattan,40.82609,-73.94948000000001,Private room,49,1,11,2,180
Brooklyn,40.68773,-73.90589,Entire home/apt,149,2,1,1,0
Brooklyn,40.66981,-73.95734,Private room,68,30,2,7,226
Brooklyn,40.71963,-73.94149,Private room,75,2,10,2,62
Brooklyn,40.681709999999995,-73.93346,Private room,90,4,1,1,0
Brooklyn,40.68438,-73.98436,Entire home/apt,150,3,12,1,173
Brooklyn,40.67562,-73.87763000000001,Entire home/apt,89,3,11,1,13
Manhattan,40.70613,-74.01066999999999,Entire home/apt,228,2,5,327,347
Manhattan,40.70714,-74.01208000000001,Entire home/apt,256,2,4,327,292
Manhattan,40.7075,-74.01096,Entire home/apt,188,2,6,327,329
Manhattan,40.70754,-74.01205999999999,Entire home/apt,240,2,6,327,340
Manhattan,40.70701,-74.01176,Entire home/apt,255,2,6,327,237
Brooklyn,40.67405,-73.96788000000001,Entire home/apt,199,3,4,1,21
Manhattan,40.706309999999995,-74.01225,Entire home/apt,228,2,5,327,349
Manhattan,40.77341,-73.9812,Entire home/apt,166,17,0,1,102
Manhattan,40.72613,-73.98447,Private room,99,1,9,5,30
Queens,40.77698,-73.93389,Entire home/apt,150,7,0,1,342
Manhattan,40.7267,-73.98316,Private room,99,1,5,5,0
Brooklyn,40.69037,-73.94542,Entire home/apt,150,3,2,1,0
Brooklyn,40.73473,-73.95206999999999,Entire home/apt,250,3,0,1,62
Manhattan,40.7431,-73.98137,Entire home/apt,790,1,4,9,298
Manhattan,40.83611,-73.94162,Entire home/apt,161,2,13,2,294
Manhattan,40.71958,-73.9905,Private room,123,1,7,3,146
Manhattan,40.74818,-73.98246999999999,Entire home/apt,299,2,7,1,16
Bronx,40.85398,-73.88736999999999,Shared room,49,1,2,2,358
Brooklyn,40.721140000000005,-73.96307,Entire home/apt,125,20,1,1,122
Manhattan,40.72139,-73.9896,Private room,123,1,10,3,0
Manhattan,40.80237,-73.96695,Entire home/apt,120,20,0,2,95
Bronx,40.8353,-73.85750999999999,Private room,75,3,0,1,81
Manhattan,40.72222,-73.98221,Entire home/apt,190,2,7,2,78
Queens,40.7733,-73.90569,Entire home/apt,225,1,23,1,109
Brooklyn,40.69923,-73.93089,Private room,50,2,8,2,292
Manhattan,40.86517,-73.92995,Private room,95,3,0,1,216
Manhattan,40.73431,-73.98167,Private room,59,5,4,2,10
Manhattan,40.75034,-73.99059,Entire home/apt,250,3,4,1,144
Queens,40.69345,-73.86674000000001,Private room,65,2,4,1,180
Manhattan,40.70597,-74.01248000000001,Private room,616,2,5,327,255
Manhattan,40.707,-74.01208000000001,Entire home/apt,408,2,2,327,273
Manhattan,40.74694,-74.0013,Entire home/apt,100,2,3,1,2
Manhattan,40.70756,-74.01106999999999,Private room,264,2,2,327,348
Manhattan,40.7506,-74.00388000000001,Entire home/apt,6800,1,0,6,364
Brooklyn,40.6771,-73.98414,Private room,75,1,1,1,82
Queens,40.75759,-73.92676999999999,Private room,50,1,7,5,336
Queens,40.75894,-73.92864,Private room,60,1,4,5,355
Brooklyn,40.62635,-73.9725,Entire home/apt,80,2,1,1,33
Queens,40.77125,-73.7809,Private room,49,1,14,2,72
Manhattan,40.745459999999994,-73.98679,Entire home/apt,377,30,0,232,341
Manhattan,40.74403,-73.98701,Entire home/apt,274,30,0,232,353
Manhattan,40.7385,-73.982,Entire home/apt,314,30,0,232,337
Manhattan,40.73905,-73.98225,Entire home/apt,314,30,0,232,338
Queens,40.67775,-73.8601,Entire home/apt,199,1,14,4,249
Brooklyn,40.70373,-73.92723000000001,Private room,85,4,0,1,0
Manhattan,40.71692,-73.9947,Entire home/apt,239,31,3,1,176
Brooklyn,40.72602,-73.95848000000001,Entire home/apt,118,4,1,1,30
Manhattan,40.81597,-73.94114,Private room,90,5,1,1,354
Brooklyn,40.669129999999996,-73.94028,Entire home/apt,91,2,2,1,9
Brooklyn,40.71777,-73.94874,Private room,90,2,2,1,0
Queens,40.76398,-73.91409,Private room,100,1,0,1,0
Queens,40.69955,-73.72247,Entire home/apt,180,1,0,1,83
Manhattan,40.786840000000005,-73.96911999999999,Entire home/apt,250,1,0,2,88
Brooklyn,40.7342,-73.95707,Entire home/apt,205,5,0,2,64
Brooklyn,40.7007,-73.93401,Private room,69,2,8,1,131
Bronx,40.8716,-73.89177,Entire home/apt,92,2,9,1,48
Manhattan,40.823609999999995,-73.94599000000001,Private room,59,25,3,1,24
Manhattan,40.753640000000004,-73.99291,Entire home/apt,149,31,4,1,135
Manhattan,40.70776,-74.01169,Entire home/apt,396,2,6,327,328
Manhattan,40.70735,-74.01221,Entire home/apt,215,2,1,327,346
Brooklyn,40.596090000000004,-73.97485999999999,Entire home/apt,120,5,0,3,23
Manhattan,40.74944,-73.98338000000001,Private room,99,14,0,1,25
Brooklyn,40.59725,-73.97684,Entire home/apt,99,2,3,3,97
Brooklyn,40.7128,-73.9396,Private room,100,2,4,1,169
Manhattan,40.74073,-73.99884,Entire home/apt,180,5,1,1,83
Brooklyn,40.66977,-73.95725,Private room,68,30,2,7,246
Manhattan,40.72625,-73.98625,Entire home/apt,169,1,16,2,50
Brooklyn,40.67155,-73.95854,Private room,66,30,2,7,223
Brooklyn,40.690940000000005,-73.99293,Entire home/apt,160,7,0,1,98
Manhattan,40.73859,-73.98218,Entire home/apt,89,360,0,4,364
Brooklyn,40.67058,-73.9573,Private room,68,30,1,7,226
Brooklyn,40.67052,-73.95612,Private room,70,1,4,1,153
Brooklyn,40.660379999999996,-73.88761,Entire home/apt,40,14,1,1,178
Manhattan,40.7208,-73.98959,Private room,90,3,2,1,34
Manhattan,40.842209999999994,-73.93705,Entire home/apt,90,4,4,1,51
Manhattan,40.71833,-73.98935999999999,Private room,99,1,7,3,356
Brooklyn,40.63964,-73.94362,Shared room,50,1,8,2,365
Brooklyn,40.657990000000005,-73.91595,Private room,57,4,7,1,35
Brooklyn,40.601209999999995,-73.97515,Entire home/apt,200,4,1,3,173
Brooklyn,40.647220000000004,-73.9736,Entire home/apt,111,14,0,1,21
Manhattan,40.77362,-73.94886,Entire home/apt,130,1,11,1,26
Manhattan,40.719229999999996,-73.98581999999999,Private room,119,1,7,3,360
Manhattan,40.72611,-74.00336999999999,Entire home/apt,194,1,0,3,89
Manhattan,40.75662,-73.99333,Private room,500,31,1,3,0
Manhattan,40.7574,-73.99395,Private room,500,31,2,3,0
Queens,40.758070000000004,-73.92631999999999,Private room,125,2,5,1,90
Brooklyn,40.714459999999995,-73.96229,Entire home/apt,200,3,0,1,179
Brooklyn,40.667390000000005,-73.87379,Private room,65,3,2,13,365
Manhattan,40.72388,-73.97901999999999,Entire home/apt,245,30,0,1,16
Manhattan,40.77507,-73.94785,Entire home/apt,150,1,1,1,33
Brooklyn,40.584379999999996,-73.95564,Private room,60,1,4,1,341
Brooklyn,40.711909999999996,-73.95598000000001,Private room,75,7,2,1,324
Queens,40.7066,-73.91391999999999,Private room,100,2,0,1,3
Manhattan,40.753209999999996,-74.00238,Entire home/apt,590,10,0,1,84
Manhattan,40.72935,-73.9826,Entire home/apt,130,30,1,1,115
Manhattan,40.804829999999995,-73.95553000000001,Entire home/apt,550,1,0,3,365
Brooklyn,40.67709,-73.98494000000001,Private room,100,2,1,1,61
Brooklyn,40.71239,-73.95036999999999,Entire home/apt,100,3,7,1,66
Manhattan,40.76255,-73.99025999999999,Entire home/apt,200,7,4,1,216
Manhattan,40.78046,-73.9784,Entire home/apt,150,4,0,1,0
Manhattan,40.78145,-73.9496,Private room,130,5,3,1,180
Manhattan,40.80665,-73.96061999999999,Entire home/apt,115,31,0,1,57
Brooklyn,40.67723,-73.95133,Entire home/apt,95,4,3,1,4
Queens,40.71167,-73.81812,Entire home/apt,111,1,9,3,223
Brooklyn,40.62961,-74.02616,Entire home/apt,200,2,5,2,161
Manhattan,40.76245,-73.99831,Entire home/apt,198,30,0,1,28
Manhattan,40.741,-73.98056,Entire home/apt,149,5,1,1,0
Manhattan,40.80514,-73.95561,Private room,140,1,4,3,350
Manhattan,40.80536,-73.95469,Private room,140,1,3,3,336
Queens,40.70609,-73.83014,Private room,55,1,0,1,179
Queens,40.696220000000004,-73.84634,Private room,60,1,3,1,364
Manhattan,40.84405,-73.93714,Private room,49,3,1,1,2
Manhattan,40.749990000000004,-74.00205,Entire home/apt,195,2,8,1,41
Manhattan,40.80279,-73.94736,Private room,78,5,1,1,89
Brooklyn,40.63927,-73.9636,Entire home/apt,140,4,9,2,328
Manhattan,40.83489,-73.94587,Private room,85,4,0,1,55
Bronx,40.81865,-73.93014000000001,Entire home/apt,107,2,0,1,81
Brooklyn,40.676559999999995,-73.9706,Entire home/apt,140,2,4,1,130
Queens,40.69441,-73.84659,Private room,45,1,3,4,360
Brooklyn,40.68501,-73.91884,Entire home/apt,75,2,0,1,7
Brooklyn,40.5974,-73.97448,Entire home/apt,180,3,0,3,173
Brooklyn,40.726459999999996,-73.95639,Private room,70,5,1,2,78
Manhattan,40.79034,-73.94503,Private room,169,1,0,1,84
Brooklyn,40.69149,-73.92536,Entire home/apt,350,7,0,1,124
Manhattan,40.79787,-73.93568,Private room,90,2,3,2,175
Manhattan,40.75196,-73.97269,Entire home/apt,500,4,0,1,5
Queens,40.59344,-73.78905999999999,Private room,54,3,0,1,363
Brooklyn,40.71902,-73.96414,Entire home/apt,170,4,4,1,188
Brooklyn,40.649390000000004,-73.94864,Entire home/apt,92,4,0,1,27
Manhattan,40.84387,-73.93969,Private room,59,1,3,1,293
Manhattan,40.78537,-73.97456,Entire home/apt,190,30,0,8,157
Brooklyn,40.67868,-73.97157,Entire home/apt,70,2,0,3,84
Manhattan,40.70816,-74.0019,Entire home/apt,365,2,2,1,127
Queens,40.707409999999996,-73.91534,Entire home/apt,150,7,0,1,0
Manhattan,40.70673,-74.01518,Entire home/apt,208,5,4,1,9
Bronx,40.839079999999996,-73.86041999999999,Entire home/apt,70,93,0,1,134
Brooklyn,40.57865,-73.96983,Private room,75,2,1,1,100
Manhattan,40.76461,-73.98997,Entire home/apt,150,3,1,1,138
Manhattan,40.71588,-73.99099,Entire home/apt,135,6,3,2,1
Manhattan,40.72067,-73.97999,Entire home/apt,210,7,1,1,284
Queens,40.70746,-73.91118,Private room,44,5,1,1,192
Queens,40.74904,-73.90188,Private room,85,1,0,1,3
Brooklyn,40.71074,-73.94284,Private room,79,3,4,1,9
Manhattan,40.83466,-73.94029,Private room,60,3,5,1,93
Brooklyn,40.69982,-73.92491,Private room,75,2,8,1,317
Brooklyn,40.6891,-73.95016,Private room,75,1,2,1,138
Queens,40.70515,-73.9136,Private room,75,1,11,3,88
Brooklyn,40.685179999999995,-73.99709,Entire home/apt,195,7,0,1,13
Queens,40.70384,-73.91136999999999,Private room,75,1,11,3,68
Queens,40.70391,-73.91153,Private room,75,1,14,3,88
Brooklyn,40.71921,-73.95628,Entire home/apt,100,3,0,1,6
Brooklyn,40.642959999999995,-74.0056,Private room,24,60,0,1,71
