bairro,endereco,quartos,tipo,preco,distancia_aeroporto,cep,banheiros,vagas,area_terreno,area_construida,ano_construcao,latitude,longitude
Ascot Vale,1 East St,3,apartamento,1000000.0,5.9,3032.0,2,2,200.0,144.0,2003.0,-37.7766,144.9277
Reservoir,2/116 Summerhill Rd,3,casa,540000.0,11.2,3073.0,2,2,215.0,146.0,2003.0,-37.7257,145.0243
Balwyn,3/3 Iramoo St,3,apartamento,1367000.0,9.7,3103.0,2,2,219.0,164.0,2003.0,-37.8125,145.0849
Oak Park,126A Winifred St,3,casa,755000.0,11.5,3046.0,2,1,341.0,170.0,2003.0,-37.71312,144.91274
Reservoir,1/1 Leamington St,3,casa,625000.0,11.2,3073.0,2,1,267.0,186.0,2003.0,-37.7132,145.0075
Williamstown North,5 Nicosia Ct,3,casa,1070000.0,8.9,3016.0,2,5,442.0,249.0,2003.0,-37.84214,145.01247
Murrumbeena,525a Neerim Rd,4,casa,1800000.0,12.1,3163.0,2,2,990.0,267.0,2003.0,-37.8916,145.0753
Glen Iris,56 Gardiner Pde,5,casa,2175000.0,9.2,3146.0,3,4,619.0,327.0,2003.0,-37.8554,145.0611
Reservoir,1/40 McComas St,2,kitnet,410000.0,11.2,3073.0,1,1,180.0,61.0,2004.0,-37.7283,145.0207
Brighton,38/568 New St,2,kitnet,520000.0,11.2,3186.0,1,1,1647.0,73.0,2004.0,-37.88468,144.99722
South Melbourne,24B Dow St,2,apartamento,1100000.0,2.1,3205.0,1,1,327.0,75.0,2004.0,-37.83533,144.96409
Pascoe Vale,1c Hazel Gr,2,apartamento,530000.0,9.9,3044.0,1,1,156.0,98.0,2004.0,-37.7311,144.9395
Brunswick West,1/464 Victoria St,2,apartamento,735000.0,5.9,3055.0,1,2,120.0,109.0,2004.0,-37.7659,144.9487
Northcote,23A Johnson St,2,casa,995000.0,5.5,3070.0,1,2,228.0,110.0,2004.0,-37.77174,145.01393000000004
Kingsbury,1/21 The Fairway,3,kitnet,480000.0,12.4,3083.0,2,1,218.0,110.0,2004.0,-37.7133,145.0374
Yarraville,1/194 Hyde St,3,casa,780000.0,7.0,3013.0,2,2,213.0,120.0,2004.0,-37.8175,144.8964
Richmond,35A Hunter St,2,apartamento,1430000.0,2.6,3121.0,2,2,153.0,125.0,2004.0,-37.8209,145.0055
Murrumbeena,32 Leura St,2,casa,861500.0,12.1,3163.0,2,1,293.0,125.0,2004.0,-37.9033,145.0727
Strathmore,2/13 Fenacre St,3,casa,622500.0,9.7,3041.0,2,2,254.0,127.0,2004.0,-37.7302,144.9167
Gowanbrae,42 Seggan Cir,3,casa,485000.0,13.6,3043.0,2,1,175.0,134.0,2004.0,-37.7076,144.8961
Alphington,4/2 Miller St,2,apartamento,805000.0,6.4,3078.0,2,3,155.0,140.0,2004.0,-37.7804,145.0308
Moonee Ponds,18A Fanny St,5,apartamento,980000.0,6.9,3039.0,2,2,207.0,168.0,2004.0,-37.7615,144.9333
Bentleigh East,23 Yarraburn Cl,4,casa,1100000.0,13.9,3165.0,2,1,274.0,190.0,2004.0,-37.9257,145.0735
Gardenvale,66A Gardenvale Rd,3,casa,1250000.0,9.8,3185.0,2,2,236.0,193.0,2004.0,-37.8982,145.0121
Newport,15 Jubilee St,4,casa,1040000.0,8.4,3015.0,2,2,299.0,198.0,2004.0,-37.8477,144.8706
Ashburton,16a Nicholas St,3,casa,1100000.0,11.0,3147.0,3,2,276.0,178.0,2004.0,-37.8699,145.0778
Sunshine West,87 Nicholson Pde,3,apartamento,450000.0,13.5,3020.0,3,1,344.0,178.0,2004.0,-37.7967,144.8083
Preston,1c Oak St,2,kitnet,515000.0,8.8,3072.0,1,1,187.0,60.0,2005.0,-37.7351,145.0323
Melbourne,1206/483 Swanston St,2,kitnet,520000.0,2.8,3000.0,1,1,4051.0,68.0,2005.0,-37.8072,144.9623
Richmond,318/185 Lennox St,2,kitnet,655000.0,2.6,3121.0,1,1,1725.0,69.0,2005.0,-37.8174,144.9949
Maidstone,2/120 Suffolk St,2,casa,502000.0,9.2,3012.0,1,1,144.0,79.0,2005.0,-37.7895,144.8667
Preston,131b Albert St,2,casa,540000.0,8.8,3072.0,1,2,250.0,97.0,2005.0,-37.7373,145.0237
Preston,16 Opal St,2,casa,600000.0,8.8,3072.0,1,2,220.0,106.0,2005.0,-37.7442,145.0168
Essendon,3/48 Deakin St,3,kitnet,700000.0,8.0,3040.0,1,1,227.0,120.0,2005.0,-37.74963,144.89658
Pascoe Vale,3/30 Snell Gr,3,casa,522500.0,9.9,3044.0,1,1,192.0,121.0,2005.0,-37.7177,144.9321
Braybrook,11/27 Marnoo St,3,casa,495000.0,10.8,3019.0,1,1,158.0,138.0,2005.0,-37.7889,144.8465
Bentleigh East,21 Highview Rd,2,casa,722000.0,13.9,3165.0,2,1,201.0,79.0,2005.0,-37.9293,145.0657
Maribyrnong,23/4 Wests Rd,3,casa,456000.0,8.7,3032.0,2,2,4977.0,95.0,2005.0,-37.7737,144.8816
Preston,4/1 Furzer St,3,apartamento,714000.0,8.8,3072.0,2,2,185.0,115.0,2005.0,-37.7287,144.9869
Heidelberg Heights,1/62 Southern Rd,3,apartamento,620000.0,10.5,3081.0,2,2,215.0,118.0,2005.0,-37.7424,145.0519
Bentleigh East,2/16 Bessie St,3,kitnet,770000.0,13.9,3165.0,2,1,281.0,132.0,2005.0,-37.9257,145.0811
Gowanbrae,24 Balerno Cir,3,casa,390000.0,13.6,3043.0,2,1,158.0,136.0,2005.0,-37.7091,144.8958
Fawkner,2 Murray St,4,casa,562000.0,12.4,3060.0,2,2,374.0,136.0,2005.0,-37.7056,144.9671
Preston,194 Miller St,4,casa,950000.0,8.8,3072.0,2,1,243.0,140.0,2005.0,-37.7506,144.9847
Aberfeldie,2/30 Caroline St,3,apartamento,935000.0,9.1,3040.0,2,2,217.0,149.0,2005.0,-37.7591,144.8923
Newport,112 Mason St,3,apartamento,747000.0,8.4,3015.0,2,2,753.0,170.0,2005.0,-37.8413,144.8741
Sunshine,16 Couch St,4,casa,930000.0,12.6,3020.0,2,2,504.0,174.0,2005.0,-37.7952,144.8325
Williamstown,28 Council La,3,casa,1560000.0,8.0,3016.0,2,2,310.0,179.0,2005.0,-37.8644,144.9039
Abbotsford,40 Nicholson St,3,casa,1350000.0,2.5,3067.0,2,2,214.0,190.0,2005.0,-37.8085,144.9964
Hawthorn,6a Scott St,4,casa,1650000.0,4.6,3122.0,2,2,317.0,210.0,2005.0,-37.8344,145.0422
Burwood,33 Brockhoff Dr,4,casa,1255000.0,11.7,3125.0,2,2,438.0,210.0,2005.0,-37.8599,145.1101
Burwood,8 Pescott Cl,4,apartamento,1270000.0,11.7,3125.0,2,2,399.0,212.0,2005.0,-37.8597,145.1084
Burwood,18 Brockhoff Dr,4,casa,1250000.0,11.7,3125.0,2,2,499.0,220.0,2005.0,-37.8593,145.1101
Carnegie,1/108 Truganini Rd,3,apartamento,970000.0,11.4,3163.0,2,2,325.0,223.0,2005.0,-37.8933,145.0546
Carnegie,2/59 Moonya Rd,3,kitnet,920000.0,11.4,3163.0,2,1,283.0,250.0,2005.0,-37.8974,145.0622
Glenroy,33 View St,4,casa,638000.0,13.0,3046.0,2,1,624.0,258.0,2005.0,-37.6969,144.9334
Templestowe Lower,26 Horsfall St,4,casa,1650000.0,13.8,3107.0,2,2,673.0,280.0,2005.0,-37.7647,145.1186
Niddrie,44 Jackson St,5,casa,1400000.0,11.2,3042.0,2,2,650.0,290.0,2005.0,-37.7391,144.8875
Camberwell,20 Kirkwood Dr,5,casa,2740000.0,7.8,3124.0,2,2,643.0,363.0,2005.0,-37.8421,145.0719
Balwyn,27A Yerrin St,3,apartamento,1680000.0,9.7,3103.0,3,1,329.0,178.0,2005.0,-37.81143,145.06274
Maribyrnong,9 Lyric St,4,casa,1117000.0,8.7,3032.0,3,2,325.0,207.0,2005.0,-37.7822,144.8922
Elwood,53 Addison St,4,casa,1875000.0,7.7,3184.0,3,0,235.0,211.0,2005.0,-37.8775,144.9808
Canterbury,13 Byron St,5,casa,2930000.0,9.0,3126.0,3,4,645.0,222.0,2005.0,-37.8317,145.0738
Altona,59 Bracken Gr,5,casa,1525000.0,13.8,3018.0,3,3,729.0,268.0,2005.0,-37.8721,144.8105
Williamstown,11 Sandpiper Pl,4,casa,2440000.0,8.0,3016.0,3,3,500.0,278.0,2005.0,-37.8638,144.8798
Brighton,74 Carpenter St,5,casa,2750000.0,11.2,3186.0,3,1,509.0,341.0,2005.0,-37.9118,144.9984
Toorak,6 Leighton Ct,3,casa,4200000.0,4.6,3142.0,4,2,565.0,331.0,2005.0,-37.8448,145.0123
Essendon,59 Hedderwick St,5,casa,2800000.0,8.0,3040.0,4,6,877.0,378.0,2005.0,-37.7491,144.9002
Hawthorn,3/3 Glenroy Rd,1,kitnet,535000.0,4.6,3122.0,1,1,918.0,50.0,2006.0,-37.82935,145.01942
Northcote,1/221 Westgarth St,3,apartamento,865000.0,5.5,3070.0,1,2,184.0,108.0,2006.0,-37.7825,145.0104
Moonee Ponds,10/40 Young St,2,apartamento,515000.0,6.9,3039.0,1,1,1981.0,111.0,2006.0,-37.7677,144.9221
Maribyrnong,21 Mitchell St,3,casa,820000.0,8.7,3032.0,1,4,578.0,176.0,2006.0,-37.7837,144.8887
Brunswick,7/200 Albion St,2,kitnet,585000.0,5.2,3056.0,1,1,430.0,258.0,2006.0,-37.76086,144.96232
Pascoe Vale,60 Kent Rd,2,casa,741000.0,9.9,3044.0,1,2,520.0,300.0,2006.0,-37.7204,144.9446
St Kilda,13/220 Barkly St,2,kitnet,610500.0,6.1,3182.0,2,1,2920.0,84.0,2006.0,-37.86072,144.97406
Chadstone,2/44 Railway Pde S,3,kitnet,700000.0,13.6,3148.0,2,1,224.0,94.0,2006.0,-37.8738,145.1054
Pascoe Vale,8/16 Pascoe St,3,apartamento,430000.0,9.9,3044.0,2,1,146.0,106.0,2006.0,-37.7152,144.9346
Niddrie,3/42 Sapphire St,2,kitnet,660000.0,11.2,3042.0,2,1,217.0,113.0,2006.0,-37.7465,144.8868
Braybrook,2/10 Skewes St,3,kitnet,495000.0,10.8,3019.0,2,1,327.0,124.0,2006.0,-37.7851,144.8517
Newport,1 Durkin St,2,casa,740000.0,8.4,3015.0,2,1,213.0,127.0,2006.0,-37.8441,144.8805
Reservoir,1/21 Crookston Rd,3,casa,550000.0,11.2,3073.0,2,2,260.0,128.0,2006.0,-37.7106,145.0225
Ashwood,2/5 Parkhill Dr,3,kitnet,890000.0,12.2,3147.0,2,2,235.0,130.0,2006.0,-37.86253,145.10831000000005
Rosanna,2/237 Rosanna Rd,3,kitnet,601000.0,11.4,3084.0,2,1,217.0,142.0,2006.0,-37.7388,145.0742
Coburg,25 Beaumonde St,4,apartamento,680000.0,7.8,3058.0,2,1,3747.0,143.0,2006.0,-37.75507,144.97869
Footscray,62 Moore St,3,casa,980000.0,6.4,3011.0,2,2,196.0,154.0,2006.0,-37.7987,144.9034
Maribyrnong,75 Edgewater Bvd,3,casa,820000.0,8.7,3032.0,2,2,203.0,160.0,2006.0,-37.7853,144.8972
Glen Iris,2/11 Peace St,3,casa,1425000.0,9.2,3146.0,2,2,217.0,163.0,2006.0,-37.8639,145.0641
Yarraville,9/11 Berry St,3,casa,955000.0,7.0,3013.0,2,2,206.0,173.0,2006.0,-37.8127,144.8965
Coburg,2 Walsh St,3,casa,1120000.0,7.8,3058.0,2,1,293.0,180.0,2006.0,-37.7481,144.9663
Newport,1/94 The Strand,3,casa,1400000.0,8.4,3015.0,2,3,2522.0,195.0,2006.0,-37.8462,144.8944
Newport,108 Mason St,4,apartamento,820000.0,8.4,3015.0,2,2,753.0,204.0,2006.0,-37.8413,144.8741
Ashburton,6a Glen Rd,3,casa,1662000.0,11.0,3147.0,2,2,351.0,228.0,2006.0,-37.8742,145.07
Reservoir,5 Bluebell Pl,4,casa,851000.0,11.2,3073.0,2,2,581.0,244.0,2006.0,-37.6926,144.9861
Williamstown,43B Cole St,3,casa,1800000.0,8.0,3016.0,2,2,332.0,252.0,2006.0,-37.8652,144.9019
Coburg,13 Shaftsbury St,4,casa,1742000.0,7.8,3058.0,2,4,482.0,256.0,2006.0,-37.7529,144.9534
Bentleigh East,10 Boronia St,4,casa,1698888.0,13.9,3165.0,2,2,598.0,337.0,2006.0,-37.9138,145.0774
Malvern,3/197 Wattletree Rd,5,casa,2325000.0,7.4,3144.0,3,2,501.0,233.0,2006.0,-37.8631,145.0353
Templestowe Lower,39 Hazel Dr,5,casa,750000.0,13.8,3107.0,3,4,800.0,335.0,2006.0,-37.7696,145.1078
Balwyn North,7 Grieve St,4,casa,2575000.0,9.2,3104.0,3,2,657.0,355.0,2006.0,-37.7981,145.0904
Balwyn,22 Yongala St,5,casa,2250000.0,9.7,3103.0,3,2,600.0,356.0,2006.0,-37.8061,145.0801
Hughesdale,1/547 Neerim Rd,4,apartamento,1340000.0,13.0,3166.0,4,2,370.0,255.79,2006.0,-37.89194000000001,145.08043999999995
Southbank,308/18 Kavanagh St,1,kitnet,455000.0,1.2,3006.0,1,0,760.0,70.0,2007.0,-37.8228,144.9661
Reservoir,4/32 Crookston Rd,2,kitnet,440000.0,11.2,3073.0,1,1,153.0,87.0,2007.0,-37.7098,145.0211
Maribyrnong,104/5 Ordnance Res,2,kitnet,400000.0,8.7,3032.0,1,2,3967.0,87.0,2007.0,-37.7706,144.8805
Coburg,5/39 Service St,2,apartamento,598000.0,7.8,3058.0,1,1,108.0,100.0,2007.0,-37.7379,144.9617
Maidstone,45 Radio St,3,casa,695000.0,9.2,3012.0,1,2,214.0,146.0,2007.0,-37.7798,144.8661
Brunswick,3/30 Heller St,2,apartamento,801000.0,5.2,3056.0,2,1,156.0,87.0,2007.0,-37.7744,144.9498
Bentleigh,1a Werona St,2,apartamento,670000.0,13.0,3204.0,2,1,123.0,90.0,2007.0,-37.9307,145.0379
Hampton,4/8 Willis St,2,apartamento,837000.0,13.7,3188.0,2,1,516.0,92.0,2007.0,-37.93646,145.01425
Heidelberg Heights,16 Bamfield Rd,2,apartamento,565000.0,10.5,3081.0,2,1,201.0,107.0,2007.0,-37.7426,145.0556
Brunswick,87 Hope St,3,apartamento,955000.0,5.2,3056.0,2,2,327.0,110.0,2007.0,-37.7636,144.9559
Pascoe Vale,4/143 Sussex St,3,kitnet,533000.0,9.9,3044.0,2,2,197.0,111.0,2007.0,-37.7266,144.9496
Thornbury,56a Leinster Gr,3,apartamento,1070000.0,6.5,3071.0,2,2,158.0,140.0,2007.0,-37.7588,144.9881
Yarraville,6/37 Stephen St,3,casa,940000.0,7.0,3013.0,2,2,171.0,146.0,2007.0,-37.8124,144.8957
Yarraville,16/11 Berry St,3,apartamento,800000.0,7.0,3013.0,2,1,169.0,150.0,2007.0,-37.8122,144.8965
Maidstone,3 Crefden St,3,apartamento,615000.0,9.2,3012.0,2,2,165.0,161.0,2007.0,-37.7773,144.8725
Moonee Ponds,30 Tennyson St,3,casa,1505000.0,6.9,3039.0,2,2,249.0,168.0,2007.0,-37.7609,144.9296
Malvern East,22 Quentin Rd,4,casa,1380000.0,11.2,3145.0,2,2,230.0,178.0,2007.0,-37.88057,145.0577
Pascoe Vale,95 Essex St,4,casa,985000.0,9.9,3044.0,2,2,511.0,182.0,2007.0,-37.7268,144.9401
Northcote,57A Derby St,3,casa,1382500.0,5.5,3070.0,2,2,286.0,188.0,2007.0,-37.7708,145.0054
Ashburton,1/65 Ashburn Gr,4,apartamento,1250000.0,11.0,3147.0,2,2,321.0,199.0,2007.0,-37.8693,145.08
Fawkner,42a Murray St,3,kitnet,532000.0,12.4,3060.0,2,1,207.0,205.0,2007.0,-37.70487,144.96403
Gowanbrae,8 Perth Ct,4,casa,709000.0,13.6,3043.0,2,2,453.0,213.0,2007.0,-37.7016,144.8974
Gowanbrae,8 Perth Ct,4,casa,740000.0,13.6,3043.0,2,2,453.0,213.0,2007.0,-37.7016,144.8974
Fairfield,88 Perry St,4,casa,1730000.0,5.8,3078.0,2,2,490.0,226.0,2007.0,-37.7749,145.0242
Ivanhoe,44 Beatty St,5,casa,1730000.0,7.9,3079.0,2,2,689.0,292.0,2007.0,-37.7591,145.04
Kew,3/89 Earl St,3,apartamento,835000.0,5.6,3101.0,2,2,247.0,147.2,2007.0,-37.79435,145.0376
Brunswick East,89a Hickford St,3,casa,1574000.0,4.5,3057.0,3,2,336.0,207.0,2007.0,-37.7664,144.9797
Yarraville,2C Castlemaine St,3,casa,1425000.0,7.0,3013.0,3,2,305.0,220.0,2007.0,-37.81717,144.88889
Glen Iris,78 Valley Pde,4,casa,2725000.0,9.2,3146.0,3,2,603.0,246.0,2007.0,-37.8521,145.0657
Essendon,125a Ogilvie St,4,casa,1590000.0,8.0,3040.0,3,1,475.0,272.0,2007.0,-37.7418,144.8938
Bentleigh East,71 Deakin St,5,casa,1550000.0,13.9,3165.0,3,2,583.0,296.0,2007.0,-37.9143,145.0699
Ivanhoe,4 Waterdale Rd,4,casa,2595000.0,7.9,3079.0,3,3,719.0,407.0,2007.0,-37.7815,145.0403
Doncaster,5 Iskandar Pl,5,casa,1650000.0,13.9,3108.0,4,2,500.0,429.0,2007.0,-37.7863,145.1105
Elsternwick,4/585 Glen Huntly Rd,2,kitnet,591000.0,8.5,3185.0,1,1,815.0,62.0,2008.0,-37.8857,145.0136
Richmond,106/59 Stawell St,2,kitnet,560000.0,2.6,3121.0,1,1,7455.0,65.0,2008.0,-37.8221,145.00031
Kingsville,2/15 Edgar St,2,kitnet,440000.0,7.8,3012.0,1,1,117.0,74.0,2008.0,-37.8083,144.8775
Heidelberg Heights,2/35 Porter Rd,2,kitnet,605000.0,10.5,3081.0,1,1,166.0,87.0,2008.0,-37.7416,145.0567
Pascoe Vale,5/10 Dorset Rd,3,kitnet,600000.0,9.9,3044.0,1,1,204.0,124.0,2008.0,-37.7234,144.9497
Canterbury,17 Irilbarra Rd,4,casa,3400000.0,9.0,3126.0,1,4,845.0,411.0,2008.0,-37.8184,145.0702
Essendon,2/96 Cooper St,3,casa,911000.0,8.0,3040.0,2,2,225.0,98.0,2008.0,-37.7454,144.8987
North Melbourne,44 Byron St,2,casa,990000.0,2.3,3051.0,2,1,584.0,120.0,2008.0,-37.8016,144.9508
Chadstone,2/13 Batesford Rd,3,kitnet,988000.0,13.6,3148.0,2,2,286.0,124.0,2008.0,-37.8755,145.09544
Bentleigh East,30 Veronica St,2,casa,825000.0,13.9,3165.0,2,1,176.0,125.0,2008.0,-37.9237,145.0763
Elwood,12/10 Docker St,2,kitnet,1260000.0,7.7,3184.0,2,2,626.0,125.0,2008.0,-37.88168,145.00082
Kensington,109 Rankins Rd,2,casa,1234500.0,4.2,3031.0,2,2,169.0,127.0,2008.0,-37.7922,144.9316
Reservoir,6/137 Hickford St,3,apartamento,530000.0,11.2,3073.0,2,1,229.0,130.0,2008.0,-37.7036,145.0145
Airport West,33 Green St,3,casa,720000.0,13.5,3042.0,2,2,305.0,136.0,2008.0,-37.72029000000001,144.99568
Avondale Heights,33a Deutscher St,3,kitnet,765000.0,10.5,3034.0,2,1,292.0,150.0,2008.0,-37.75928,144.85606
Box Hill,1/14 Barkly St,4,apartamento,975000.0,13.1,3128.0,2,2,299.0,158.0,2008.0,-37.8282,145.1301
Essendon,74 Forrester St,4,casa,1275000.0,8.0,3040.0,2,2,503.0,160.0,2008.0,-37.7513,144.8925
Altona North,252 Millers Rd,4,casa,693000.0,11.1,3025.0,2,4,315.0,170.0,2008.0,-37.8391,144.8467
Heidelberg,29 Martin St,3,casa,1271000.0,10.6,3084.0,2,2,330.0,171.0,2008.0,-37.75241,145.06292
Bentleigh East,28B Barrington St,3,apartamento,1225000.0,13.9,3165.0,2,2,372.0,180.0,2008.0,-37.91273,145.06936000000005
Braybrook,19 Kannan Bvd,4,casa,882000.0,10.8,3019.0,2,2,393.0,216.0,2008.0,-37.7763,144.8543
Avondale Heights,2 Arbor Tce,4,casa,1155000.0,10.5,3034.0,2,2,569.0,225.0,2008.0,-37.7654,144.8655
Bentleigh,4a Rosina St,4,apartamento,1247000.0,13.0,3204.0,2,3,354.0,255.0,2008.0,-37.9326,145.0441
Caulfield South,8 Lygon St,4,casa,1774500.0,9.3,3162.0,2,2,575.0,256.0,2008.0,-37.8993,145.0254
Alphington,38 Bennett St,4,casa,2100000.0,6.4,3078.0,2,2,575.0,271.0,2008.0,-37.7723,145.0319
Brunswick West,1 McLean St,3,casa,645000.0,5.9,3055.0,3,1,131.0,109.0,2008.0,-37.75592,144.93784
West Melbourne,7/88 Ireland St,3,apartamento,1120000.0,1.9,3003.0,3,1,801.0,122.0,2008.0,-37.8067,144.9435
Malvern East,2 Rotherwood Dr,4,casa,1715157.0,11.2,3145.0,3,2,380.0,160.0,2008.0,-37.87924,145.0831
Brighton East,133A Centre Rd,4,casa,1310000.0,10.7,3187.0,3,2,618.0,213.0,2008.0,-37.9162,145.0219
Hampton,125 Linacre Rd,4,casa,2500000.0,13.7,3188.0,3,2,684.0,317.0,2008.0,-37.94364,145.00048
Ivanhoe East,325 The Boulevard,5,casa,2325000.0,9.0,3079.0,3,2,737.0,325.0,2008.0,-37.77936,145.05787
Bentleigh,9 Yawla St,4,casa,2255000.0,13.0,3204.0,3,2,557.0,353.0,2008.0,-37.9132,145.0251
Hampton,65 Linacre Rd,5,casa,3470000.0,13.7,3188.0,3,4,670.0,413.0,2008.0,-37.9427,145.0085
Balwyn North,2 Tudor Ct,7,casa,2600000.0,9.2,3104.0,3,3,637.0,529.0,2008.0,-37.7898,145.0967
Sunshine West,133 David Dr,3,apartamento,521000.0,13.5,3020.0,3,2,134.0,124.45,2008.0,-37.78894,144.81445
Reservoir,3/18 Bedford St,1,kitnet,350000.0,11.2,3073.0,1,2,96.0,45.0,2009.0,-37.7175,145.0081
Melbourne,103/565 Flinders St,2,kitnet,360000.0,2.8,3000.0,1,1,1136.0,69.0,2009.0,-37.8211,144.9559
Oak Park,2/16 Winifred St,2,kitnet,470000.0,11.5,3046.0,1,1,138.0,76.0,2009.0,-37.7209,144.9179
Reservoir,2/6 Merrilands Rd,2,kitnet,490000.0,11.2,3073.0,1,1,143.0,85.0,2009.0,-37.72363,144.99075
Airport West,2/80 Hawker St,2,kitnet,480000.0,13.5,3042.0,1,1,128.0,92.0,2009.0,-37.71912,144.87854
Thornbury,3/125 Fyffe St,2,apartamento,805000.0,6.5,3071.0,1,2,164.0,95.0,2009.0,-37.7536,144.9825
Preston,27 Olver St,2,apartamento,715000.0,8.8,3072.0,1,1,132.0,121.0,2009.0,-37.7343,145.0025
Northcote,12/412 High St,2,kitnet,680000.0,5.5,3070.0,2,1,1106.0,70.0,2009.0,-37.77698,144.87991
Glenroy,6/5 Murrell St,2,apartamento,420000.0,13.0,3046.0,2,1,1137.0,82.0,2009.0,-37.70446,144.95377
Melbourne,1201/565 Flinders St,2,kitnet,683000.0,2.8,3000.0,2,1,1136.0,88.0,2009.0,-37.82106,144.95578999999995
Kensington,66 Parsons St,2,apartamento,700000.0,4.2,3031.0,2,1,324.0,97.0,2009.0,-37.7903,144.9345
Newport,4/31 Clyde St,3,casa,655800.0,8.4,3015.0,2,1,178.0,102.0,2009.0,-37.8416,144.8651
Carnegie,1/70 Truganini Rd,2,apartamento,795000.0,11.4,3163.0,2,1,133.0,104.0,2009.0,-37.8911,145.0539
Essendon North,2/26 Renown St,3,kitnet,712000.0,9.4,3041.0,2,2,189.0,104.0,2009.0,-37.7374,144.9006
Sunshine,3/17 Anderson Rd,3,casa,460000.0,12.6,3020.0,2,1,119.0,110.0,2009.0,-37.7939,144.8261
Airport West,1/80 Hawker St,3,apartamento,700000.0,13.5,3042.0,2,2,239.0,134.0,2009.0,-37.7218,144.8837
Bentleigh East,5b MacKie Rd,3,apartamento,921000.0,13.9,3165.0,2,2,167.0,140.0,2009.0,-37.9219,145.0733
Doncaster,3/11 Frank St,4,apartamento,973500.0,13.9,3108.0,2,2,234.0,160.0,2009.0,-37.7932,145.1275
Balwyn North,85a Woodville St,3,casa,1335000.0,9.2,3104.0,2,2,368.0,177.0,2009.0,-37.7846,145.0935
Brunswick,1/19 Manallack St,4,casa,1210000.0,5.2,3056.0,2,1,373.0,200.0,2009.0,-37.7733,144.95985
Parkville,50 Strickland Rd,4,casa,1230000.0,2.6,3052.0,2,2,357.0,249.0,2009.0,-37.7767,144.9403
Glen Iris,51 Dent St,4,casa,2020000.0,9.2,3146.0,2,2,630.0,351.0,2009.0,-37.8667,145.0752
Pascoe Vale,1/5 Farringdon St,3,apartamento,790000.0,9.9,3044.0,3,1,291.0,175.0,2009.0,-37.7271,144.9261
Maribyrnong,6 Ibis Pl,4,casa,1230000.0,8.7,3032.0,3,2,270.0,215.0,2009.0,-37.7847,144.8962
South Melbourne,18a Iffla St,4,casa,1615000.0,2.1,3205.0,3,2,577.0,220.0,2009.0,-37.8357,144.9502
Williamstown,73a Victoria St,4,casa,2075000.0,8.0,3016.0,3,2,324.0,229.0,2009.0,-37.8575,144.89854
Balwyn,2/8 Evelina St,4,apartamento,1400000.0,9.7,3103.0,3,2,241.0,240.0,2009.0,-37.8042,145.1042
Brighton East,55 Milroy St,5,casa,1900000.0,10.7,3187.0,3,2,583.0,271.0,2009.0,-37.90569,145.01005
Maidstone,4 Maple St,5,casa,1350000.0,9.2,3012.0,3,2,527.0,358.0,2009.0,-37.7746,144.8727
Strathmore,222 Woodland St,5,casa,2650000.0,9.7,3041.0,3,2,755.0,365.0,2009.0,-37.7417,144.9133
Moonee Ponds,44 Vine St,5,casa,2340000.0,6.9,3039.0,3,3,619.0,372.0,2009.0,-37.7691,144.9321
Balwyn,112 Belmore Rd,5,casa,2570000.0,9.7,3103.0,3,2,715.0,420.0,2009.0,-37.8028,145.0768
Balwyn,112 Belmore Rd,5,casa,3020000.0,9.7,3103.0,3,2,715.0,420.0,2009.0,-37.8028,145.0768
Ashburton,115 Ashburn Gr,8,casa,2950000.0,11.0,3147.0,7,4,1472.0,618.0,2009.0,-37.8729,145.0788
Port Melbourne,405/2 Rouse St,1,kitnet,600000.0,3.8,3207.0,1,1,6866.0,63.0,2010.0,-37.8443,144.9437
Footscray,5/28 Eleanor St,2,apartamento,480000.0,6.4,3011.0,1,1,556.0,75.0,2010.0,-37.7919,144.8854
Brunswick,23/10 Breese St,2,kitnet,501000.0,5.2,3056.0,1,1,1140.0,80.0,2010.0,-37.7634,144.9616
Kensington,407/72 Altona St,2,kitnet,515000.0,4.2,3031.0,1,1,3957.0,81.0,2010.0,-37.7974,144.9261
Heidelberg,3/10 Edgar St,2,apartamento,690000.0,10.6,3084.0,1,1,110.0,88.0,2010.0,-37.7489,145.07
Murrumbeena,6/51 Murrumbeena Rd,2,kitnet,582000.0,12.1,3163.0,1,2,1113.0,93.0,2010.0,-37.89533,145.07202
Hadfield,2/3 Surrey St,2,kitnet,487000.0,12.1,3046.0,1,2,198.0,96.0,2010.0,-37.7132,144.9488
Keilor Park,5/8 Swan St,2,apartamento,380000.0,14.5,3042.0,1,1,161.0,100.0,2010.0,-37.7251,144.8621
Glenroy,3/27 Harold St,2,kitnet,430000.0,13.0,3046.0,1,1,164.0,100.0,2010.0,-37.7072,144.9252
Reservoir,2/7 Colthur St,3,kitnet,475000.0,11.2,3073.0,1,2,521.0,100.0,2010.0,-37.7097,144.9912
Brunswick West,2/31 Cumming St,3,apartamento,670000.0,5.9,3055.0,1,2,109.0,104.0,2010.0,-37.76092,144.94155
Coburg North,5/1 Headley St,2,apartamento,600000.0,9.2,3058.0,1,1,145.0,105.0,2010.0,-37.7295,144.9641
Oak Park,2/8 Gregory St,2,apartamento,475000.0,11.5,3046.0,1,1,118.0,113.0,2010.0,-37.7232,144.9154
