cidade,area,quartos,banheiros,vagas,andar,animal,mobiliado,condominio,aluguel,iptu,seguro_incendio,valor_total
1,250,3,4,3,0,não aceita,não,0.0,3740,234.0,57,4031
1,98,3,3,2,6,aceita,não,1100.0,2100,334.0,27,3561
1,60,2,3,2,5,não aceita,não,730.0,1200,182.0,16,2128
1,171,3,3,1,13,aceita,não,2395.0,5100,259.0,65,7819
1,38,1,1,0,2,não aceita,não,400.0,1450,0.0,19,1869
1,159,3,2,1,7,não aceita,não,1963.0,3500,674.0,45,6182
1,93,2,2,1,2,aceita,não,400.0,2500,84.0,32,3016
1,130,3,3,3,0,aceita,não,0.0,4000,146.0,61,4207
1,50,2,1,0,0,não aceita,não,0.0,900,50.0,14,964
1,71,3,2,1,2,aceita,não,530.0,2500,130.0,32,3192
0,62,3,2,1,12,aceita,não,330.0,2975,59.0,38,3402
1,226,3,4,3,6,aceita,não,2200.0,6900,1209.0,88,10400
1,21,1,1,0,2,aceita,não,0.0,3200,42.0,41,3283
1,60,2,1,1,11,aceita,não,550.0,1343,0.0,18,1911
1,196,3,3,4,0,aceita,não,0.0,3300,280.0,50,3630
1,24,1,1,0,2,aceita,não,500.0,2150,84.0,28,2762
1,500,3,5,2,11,aceita,não,5000.0,15000,1000.0,191,21190
1,400,3,4,4,0,aceita,sim,0.0,15000,0.0,226,15230
1,250,4,3,2,0,não aceita,não,0.0,10000,0.0,151,10150
1,145,3,4,3,10,não aceita,não,1300.0,3050,459.0,39,4848
1,45,1,1,1,10,não aceita,sim,1600.0,1800,177.0,23,3600
1,33,1,1,1,13,não aceita,sim,1791.0,1300,155.0,17,3263
1,143,3,4,3,5,aceita,sim,2235.0,10000,739.0,127,13100
1,90,2,1,0,9,aceita,não,775.0,2500,63.0,32,3370
0,70,2,1,1,2,não aceita,não,600.0,1800,1.0,23,2424
1,41,1,1,1,19,não aceita,sim,773.0,3300,150.0,42,4265
1,40,1,1,0,0,aceita,não,,1100,50.0,17,1167
1,650,3,7,2,0,aceita,não,0.0,9900,600.0,149,10650
0,85,3,2,1,7,aceita,não,915.0,1500,63.0,20,2498
1,65,2,1,1,3,aceita,não,700.0,2306,0.0,8,3014
1,65,2,2,2,21,aceita,não,650.0,3200,234.0,41,4125
1,85,3,1,2,6,aceita,não,955.0,1900,270.0,25,3150
1,67,2,1,0,3,aceita,não,385.0,1300,56.0,17,1758
1,226,4,5,6,14,aceita,não,2860.0,12000,917.0,153,15930
1,38,1,1,0,12,não aceita,não,437.0,2200,17.0,28,2682
1,100,2,4,2,10,aceita,não,1800.0,5990,417.0,76,8283
1,189,4,4,4,12,aceita,não,2326.0,12000,817.0,153,15300
1,100,2,1,0,0,aceita,não,538.0,3860,0.0,49,4447
1,170,3,2,1,0,aceita,não,0.0,2050,148.0,31,2229
0,75,2,2,1,3,aceita,não,706.0,2400,75.0,31,3212
1,320,3,4,3,0,aceita,não,0.0,12000,2250.0,181,14430
1,30,1,1,1,13,aceita,sim,700.0,3300,9.0,42,4051
0,47,1,1,1,2,aceita,sim,790.0,2960,154.0,38,3942
1,90,2,2,0,2,não aceita,não,180.0,1800,375.0,23,2378
1,82,2,2,0,15,não aceita,não,680.0,2800,135.0,36,3651
1,70,2,2,0,6,não aceita,sim,592.0,2500,86.0,32,3210
1,67,2,2,1,1,aceita,não,1250.0,2840,255.0,36,4381
1,243,3,2,1,5,aceita,não,1840.0,8600,450.0,109,11000
1,370,4,6,0,8,aceita,não,3417.0,7900,2386.0,101,13800
1,70,2,2,1,1,não aceita,não,670.0,1500,0.0,20,2190
1,225,2,2,3,0,aceita,não,0.0,4800,450.0,73,5323
1,160,4,4,5,0,aceita,não,0.0,4500,0.0,68,4568
1,145,2,2,1,0,aceita,não,0.0,2975,190.0,45,3210
1,332,5,4,3,17,aceita,não,3200.0,15000,1167.0,191,19560
0,109,4,3,2,6,não aceita,não,890.0,2300,261.0,30,3481
0,58,1,1,1,6,aceita,não,676.0,3300,108.0,42,4126
0,47,1,1,0,1,aceita,sim,380.0,550,14.0,7,951
1,60,2,2,1,2,aceita,sim,522.0,1446,20.0,8,1996
1,384,5,5,3,13,aceita,não,4000.0,8000,1240.0,102,13340
1,260,2,5,5,0,aceita,não,0.0,8000,1417.0,121,9538
1,42,1,1,1,8,aceita,não,680.0,1725,0.0,22,2427
0,128,3,3,2,3,aceita,não,700.0,3700,117.0,47,4564
1,276,4,5,4,0,aceita,não,0.0,4900,183.0,74,5157
1,350,4,2,8,0,aceita,não,0.0,7000,450.0,106,7556
1,75,2,2,1,1,aceita,não,600.0,1500,28.0,20,2148
0,140,3,2,1,5,aceita,não,980.0,2000,221.0,26,3227
1,47,1,1,1,3,aceita,sim,907.0,9200,313.0,117,10540
1,70,3,1,1,14,aceita,sim,846.0,3612,105.0,46,4609
1,127,3,2,2,0,aceita,sim,220.0,2150,67.0,33,2470
1,360,3,5,4,22,aceita,não,2328.0,2090,1467.0,27,5912
1,42,1,1,1,9,aceita,não,500.0,2325,128.0,30,2983
0,80,3,2,1,2,aceita,não,570.0,1450,125.0,19,2164
1,129,3,2,1,1,aceita,não,1100.0,2300,78.0,30,3508
1,150,3,2,2,0,aceita,não,0.0,2220,150.0,34,2404
1,55,2,1,1,3,aceita,não,400.0,1087,0.0,14,1501
1,80,3,2,1,11,aceita,não,908.0,5000,22.0,64,5994
0,140,1,2,2,15,aceita,não,1462.0,5200,284.0,66,7012
1,150,4,2,2,13,não aceita,não,1700.0,4400,37.0,56,6193
1,252,3,4,1,0,aceita,não,0.0,12000,1233.0,181,13410
1,62,3,2,1,5,aceita,não,487.0,2450,54.0,32,3023
1,80,2,2,2,0,aceita,não,50.0,1700,177.0,26,1953
0,80,2,3,2,7,aceita,não,499.0,2400,143.0,31,3073
1,50,2,1,1,8,não aceita,não,550.0,1900,34.0,25,2509
1,65,2,1,1,2,aceita,não,330.0,1410,74.0,18,1832
1,57,2,2,1,3,aceita,não,476.0,2300,0.0,30,2806
1,230,4,4,2,1,aceita,não,3600.0,5000,1551.0,64,10220
0,62,2,1,0,1,aceita,não,280.0,709,22.0,9,1020
1,165,3,3,2,3,aceita,sim,1663.0,6000,502.0,77,8242
1,155,3,2,1,6,não aceita,não,1680.0,4000,359.0,51,6090
0,181,3,4,3,12,não aceita,sim,1654.0,7500,560.0,96,9810
0,50,1,1,1,4,aceita,não,400.0,700,26.0,9,1135
1,75,2,1,2,10,aceita,não,720.0,1500,0.0,20,2240
1,80,3,1,0,0,não aceita,não,0.0,2837,342.0,36,3215
1,358,4,5,3,12,aceita,não,4900.0,6500,2173.0,83,13660
1,74,2,3,1,2,aceita,não,1180.0,4000,105.0,51,5336
1,108,3,2,1,10,aceita,não,1000.0,3655,240.0,47,4942
1,120,2,3,2,0,aceita,não,0.0,5400,0.0,82,5482
1,190,3,3,2,5,aceita,não,1800.0,3260,292.0,42,5394
1,178,3,2,3,8,aceita,não,1000.0,4250,167.0,54,5471
1,80,2,2,0,9,não aceita,não,600.0,2550,46.0,33,3229
0,150,3,2,4,0,aceita,sim,0.0,3500,186.0,53,3739
1,350,7,4,2,0,aceita,não,0.0,4600,292.0,70,4962
1,181,3,5,4,22,aceita,sim,1215.0,9300,761.0,118,11390
1,56,1,1,1,7,não aceita,sim,926.0,1800,150.0,23,2899
0,120,2,1,4,0,aceita,não,0.0,2400,59.0,37,2496
1,90,2,2,1,0,aceita,não,0.0,2200,0.0,34,2234
1,61,1,2,1,4,aceita,sim,680.0,2350,25.0,30,3085
1,160,4,3,2,20,aceita,sim,1260.0,5600,334.0,71,7265
1,100,3,1,0,1,aceita,não,0.0,2200,139.0,28,2367
1,179,3,2,1,3,aceita,não,1457.0,5600,359.0,71,7487
1,115,3,3,2,1,aceita,não,1200.0,2100,84.0,27,3411
1,342,5,6,5,0,não aceita,não,0.0,6000,422.0,91,6513
1,282,4,4,3,19,aceita,sim,3100.0,10000,1334.0,127,14560
1,30,1,1,0,1,aceita,sim,143.0,1318,0.0,17,1478
1,35,1,1,1,12,não aceita,sim,1170.0,2200,242.0,28,3640
1,58,2,1,1,14,aceita,não,500.0,1500,0.0,20,2020
1,81,3,2,1,12,aceita,não,580.0,1700,90.0,22,2392
1,224,3,4,3,12,aceita,sim,3700.0,12000,417.0,153,16270
1,60,1,1,1,2,aceita,sim,1072.0,4600,115.0,59,5846
1,88,3,3,2,5,aceita,não,700.0,2900,190.0,37,3827
1,80,2,2,1,9,aceita,sim,767.0,3200,213.0,41,4221
1,250,3,3,3,0,aceita,não,0.0,4600,0.0,70,4670
1,72,2,1,1,9,aceita,não,990.0,2750,378.0,35,4153
1,650,4,6,6,0,aceita,não,0.0,8500,1600.0,128,10230
1,73,1,1,0,8,aceita,sim,864.0,3000,57.0,39,3960
1,126,2,3,2,6,aceita,sim,1900.0,4600,800.0,59,7359
1,50,2,1,0,0,aceita,não,0.0,1200,83.0,19,1302
1,48,2,1,1,7,aceita,não,391.0,1865,17.0,24,2297
0,85,3,2,2,9,aceita,não,1225.0,2600,182.0,33,4040
1,52,1,1,1,11,não aceita,não,510.0,2500,92.0,32,3134
1,250,4,4,3,5,não aceita,sim,4341.0,8000,888.0,102,13330
1,40,1,1,0,0,não aceita,não,0.0,780,17.0,12,809
1,42,1,1,1,11,não aceita,sim,560.0,3300,172.0,42,4074
1,165,4,5,2,4,aceita,sim,2500.0,9500,315.0,121,12440
1,138,2,3,2,3,não aceita,sim,2200.0,10500,417.0,134,13250
1,38,1,1,0,0,não aceita,não,700.0,1650,0.0,25,2375
0,200,4,5,2,0,não aceita,não,1000.0,8000,84.0,121,9205
1,35,1,1,1,1,aceita,não,0.0,1020,30.0,13,1063
1,75,2,1,1,4,aceita,sim,2065.0,6000,600.0,77,8742
1,100,3,4,4,0,aceita,não,,3600,160.0,55,3815
1,287,3,3,4,0,aceita,não,900.0,4477,900.0,68,6345
1,360,4,4,2,4,aceita,não,3340.0,11050,0.0,141,14530
1,62,2,2,3,7,aceita,não,2890.0,7000,384.0,89,10360
1,80,2,2,1,0,não aceita,não,0.0,1500,75.0,23,1598
1,43,2,1,0,8,aceita,não,257.0,1308,0.0,17,1582
1,157,3,2,0,7,aceita,não,1325.0,4500,302.0,58,6185
1,70,3,1,1,1,aceita,não,700.0,1020,200.0,13,1933
0,56,1,1,1,6,aceita,sim,722.0,1350,50.0,18,2140
1,84,2,3,2,25,aceita,sim,634.0,6900,165.0,88,7787
1,125,4,3,2,6,aceita,não,1200.0,3500,396.0,45,5141
1,62,1,1,0,4,aceita,não,579.0,1400,0.0,18,1997
1,81,2,2,2,19,aceita,sim,910.0,3800,230.0,49,4989
1,90,2,2,0,1,não aceita,não,657.0,1800,0.0,23,2480
1,76,3,2,1,3,aceita,não,820.0,1559,63.0,20,2462
0,62,2,1,0,1,aceita,não,280.0,709,22.0,9,1020
1,240,3,2,0,7,aceita,sim,1717.0,6500,444.0,83,8744
1,39,1,1,1,15,aceita,sim,356.0,2200,60.0,28,2644
1,51,2,1,1,23,aceita,não,540.0,2467,117.0,32,3156
1,170,3,6,3,9,não aceita,não,2000.0,5500,834.0,70,8404
1,250,3,2,2,0,aceita,sim,0.0,6000,0.0,91,6091
1,35,1,1,1,3,não aceita,sim,444.0,3486,124.0,45,4099
1,200,3,3,2,0,não aceita,não,0.0,2800,186.0,43,3029
0,147,4,3,3,8,aceita,não,1600.0,4800,284.0,61,6745
1,40,1,1,0,2,aceita,sim,383.0,1832,0.0,6,2221
1,67,1,1,1,14,aceita,sim,920.0,2600,72.0,33,3625
0,445,4,4,0,0,aceita,não,0.0,5500,287.0,83,5870
1,265,4,4,2,1,aceita,não,1750.0,7500,434.0,96,9780
1,130,2,2,2,0,aceita,sim,0.0,4400,92.0,67,4559
1,39,1,1,1,5,aceita,não,1144.0,2500,312.0,32,3988
1,110,3,2,1,3,não aceita,não,1100.0,3149,92.0,40,4381
1,75,2,2,2,6,aceita,não,700.0,1198,227.0,16,2141
1,220,3,2,2,10,aceita,não,2330.0,8700,750.0,111,11890
0,46,2,1,1,5,aceita,não,380.0,850,18.0,11,1259
0,210,3,3,3,7,aceita,não,1900.0,2300,459.0,30,4689
1,47,2,1,1,4,não aceita,não,580.0,1100,0.0,14,1694
1,120,3,2,1,7,aceita,sim,1400.0,3280,125.0,42,4847
1,60,2,1,1,1,aceita,não,0.0,1100,0.0,14,1114
1,42,1,1,1,12,não aceita,sim,712.0,3300,22.0,42,4076
1,75,3,2,1,10,aceita,não,1000.0,3900,0.0,50,4950
1,160,3,2,1,6,aceita,não,1500.0,4300,500.0,55,6355
1,400,4,7,4,0,aceita,sim,0.0,12000,667.0,181,12850
1,37,1,1,0,1,não aceita,não,358.0,850,0.0,11,1219
1,59,2,2,2,7,aceita,sim,1342.0,3300,231.0,42,4915
0,113,3,3,2,4,aceita,não,1000.0,3804,0.0,49,4853
1,120,2,2,1,12,aceita,não,1077.0,6500,40.0,83,7700
1,92,3,2,0,5,aceita,não,954.0,3300,160.0,42,4456
1,93,3,2,2,16,aceita,não,979.0,2600,237.0,33,3849
1,42,2,1,1,9,aceita,não,340.0,1350,0.0,18,1708
1,236,4,5,4,1,não aceita,sim,3950.0,15000,142.0,191,19280
1,160,3,2,0,0,aceita,não,0.0,3800,227.0,58,4085
1,450,4,5,8,0,aceita,não,0.0,10120,618.0,153,10890
1,750,4,4,6,0,aceita,não,0.0,15000,2084.0,226,17310
0,68,3,2,2,9,aceita,sim,550.0,2700,76.0,35,3361
1,53,2,1,1,11,aceita,sim,270.0,5500,119.0,70,5959
1,160,2,3,0,0,aceita,não,,4300,124.0,65,4489
1,49,2,1,1,6,aceita,sim,400.0,1800,0.0,23,2223
0,115,3,2,2,4,aceita,não,570.0,1948,109.0,25,2652
1,59,2,1,1,6,aceita,não,600.0,1600,0.0,21,2221
1,60,2,2,2,7,aceita,não,894.0,1100,210.0,14,2218
1,58,1,2,1,19,aceita,não,652.0,4715,,34,5401
1,35,1,1,0,0,aceita,não,0.0,1100,30.0,14,1144
1,160,2,3,2,12,aceita,sim,1500.0,4210,225.0,54,5989
0,60,3,2,1,5,aceita,não,366.0,1200,0.0,16,1582
1,233,4,2,3,4,aceita,sim,2200.0,7287,417.0,93,9997
0,58,1,1,1,3,aceita,não,530.0,1200,0.0,16,1746
1,100,3,2,1,0,aceita,não,555.0,1469,10.0,19,2053
1,238,4,3,4,24,aceita,não,2980.0,10200,1816.0,130,15130
1,18,1,1,1,10,não aceita,sim,470.0,1800,0.0,23,2293
1,96,2,1,0,9,aceita,sim,940.0,4387,3.0,56,5386
1,49,2,1,1,14,aceita,não,420.0,1800,0.0,23,2243
1,50,1,1,0,1,aceita,sim,0.0,1550,0.0,24,1574
1,45,1,1,0,0,não aceita,não,0.0,1060,0.0,16,1076
0,160,3,2,2,12,aceita,não,1026.0,1650,243.0,21,2940
1,80,2,2,2,14,aceita,não,1200.0,4200,300.0,54,5754
1,133,4,3,4,18,aceita,sim,2225.0,2900,400.0,37,5562
1,30,1,1,0,4,aceita,não,415.0,1750,30.0,23,2218
1,137,2,3,2,1,aceita,não,2800.0,14000,542.0,178,17520
1,194,3,4,3,0,aceita,não,0.0,4000,70.0,61,4131
1,50,2,1,1,2,aceita,não,400.0,1600,0.0,21,2021
1,84,1,2,1,14,aceita,não,1200.0,3353,0.0,25,4578
0,45,1,1,0,7,não aceita,não,506.0,500,24.0,7,1037
1,301,4,5,4,3,aceita,sim,4265.0,12500,1600.0,159,18520
1,250,3,4,2,5,aceita,sim,2600.0,8000,500.0,102,11200
1,136,3,2,3,12,aceita,sim,1400.0,2500,325.0,32,4257
1,73,2,2,1,10,aceita,não,884.0,4800,139.0,61,5884
1,60,1,2,0,0,não aceita,não,,1600,23.0,25,1648
1,110,2,3,2,12,não aceita,sim,2000.0,11500,502.0,146,14150
1,50,2,1,2,5,não aceita,sim,600.0,2313,250.0,30,3193
1,100,2,1,1,1,aceita,não,834.0,2466,,24,3444
1,70,2,2,2,7,não aceita,sim,1726.0,3950,341.0,51,6068
1,82,2,2,1,2,aceita,sim,750.0,3100,51.0,40,3941
1,76,3,3,2,1,aceita,não,900.0,2662,284.0,34,3880
1,150,3,1,1,9,aceita,não,1172.0,4800,294.0,61,6327
1,303,3,4,4,1,aceita,sim,4540.0,18000,0.0,229,22770
1,55,2,1,0,10,aceita,não,490.0,1380,80.0,18,1968
1,70,2,1,0,5,aceita,não,285.0,2197,0.0,28,2510
0,45,1,2,1,2,aceita,sim,790.0,1452,84.0,19,2345
1,50,2,1,1,6,aceita,sim,648.0,3900,58.0,50,4656
1,62,2,1,1,1,aceita,não,560.0,1550,17.0,20,2147
1,177,4,5,4,5,aceita,não,1500.0,9200,959.0,117,11780
1,50,1,1,1,21,aceita,sim,765.0,2700,105.0,35,3605
1,50,1,1,1,22,não aceita,sim,739.0,3540,0.0,14,4293
0,90,3,2,1,1,aceita,não,850.0,1500,100.0,20,2470
1,130,3,2,2,4,aceita,sim,800.0,3500,0.0,45,4345
0,54,1,1,1,5,aceita,não,750.0,773,67.0,10,1600
1,30,1,1,0,0,não aceita,não,,850,67.0,13,930
1,194,3,4,4,5,aceita,não,2600.0,12000,1667.0,153,16420
0,68,2,1,1,3,aceita,não,482.0,831,0.0,11,1324
1,58,3,2,1,11,aceita,não,320.0,1700,105.0,22,2147
1,16,1,1,0,0,não aceita,não,0.0,1420,0.0,18,1438
0,74,3,2,2,11,aceita,sim,477.0,1600,0.0,21,2098
1,347,4,7,6,0,aceita,não,0.0,8900,1000.0,134,10030
1,180,3,3,2,3,aceita,não,1794.0,5800,487.0,74,8155
1,20,1,1,1,3,não aceita,sim,1700.0,1360,0.0,18,3078
1,130,2,1,1,1,aceita,não,0.0,2200,180.0,28,2408
1,100,3,1,1,2,aceita,não,1350.0,3000,92.0,39,4481
0,50,1,1,0,1,não aceita,não,298.0,850,15.0,11,1174
1,340,4,4,4,15,aceita,sim,2500.0,8700,0.0,111,11310
1,135,2,2,1,8,aceita,sim,1063.0,3250,159.0,42,4514
1,130,3,4,2,8,aceita,sim,1300.0,5500,0.0,70,6870
0,58,2,2,2,15,aceita,não,400.0,2200,100.0,28,2728
1,84,3,1,1,17,aceita,não,710.0,2300,3000.0,30,6040
1,120,3,4,2,1,aceita,não,1500.0,3000,670.0,39,5209
1,180,3,2,3,0,aceita,não,0.0,3500,497.0,53,4050
0,650,4,7,5,0,aceita,não,0.0,8000,334.0,121,8455
1,320,4,5,4,0,aceita,não,300.0,6500,417.0,98,7315
1,65,2,1,0,1,aceita,sim,286.0,4200,17.0,54,4557
1,130,3,2,2,5,aceita,não,1400.0,5000,584.0,64,7048
1,72,3,2,2,3,não aceita,não,686.0,1600,18.0,21,2325
1,150,3,3,4,10,aceita,sim,2225.0,7400,500.0,94,10220
0,70,2,1,1,3,aceita,não,500.0,1275,74.0,17,1866
1,345,3,3,5,2,aceita,não,3000.0,12750,834.0,162,16750
1,20,1,1,0,1,aceita,sim,602.0,1800,130.0,23,2555
0,103,3,2,2,2,aceita,não,1500.0,1360,292.0,18,3170
0,90,2,2,4,0,aceita,não,0.0,2400,230.0,37,2667
1,185,3,2,2,29,aceita,não,2050.0,14000,540.0,178,16770
0,47,1,1,1,9,aceita,não,470.0,650,43.0,9,1172
1,42,1,1,0,3,aceita,não,130.0,1450,34.0,19,1633
1,42,1,1,1,11,não aceita,não,1500.0,2153,0.0,8,3661
1,25,1,1,0,1,não aceita,não,0.0,1000,84.0,13,1097
0,55,1,1,1,20,aceita,não,570.0,1900,0.0,25,2495
1,900,3,5,8,0,aceita,não,0.0,8000,2250.0,121,10370
1,240,3,3,4,22,aceita,não,3538.0,12000,1975.0,153,17670
1,128,2,1,1,9,aceita,sim,1200.0,8500,9.0,108,9817
1,120,2,1,1,0,não aceita,não,0.0,3000,280.0,46,3326
1,54,1,1,1,7,aceita,não,600.0,3600,149.0,46,4395
1,30,1,1,0,0,não aceita,não,0.0,765,59.0,12,836
1,120,2,2,2,11,aceita,não,2200.0,4000,500.0,51,6751
1,296,4,5,2,0,aceita,não,0.0,8500,1000.0,128,9628
0,230,3,4,4,5,aceita,sim,1800.0,10000,715.0,127,12640
1,50,2,1,0,12,não aceita,não,,3029,0.0,39,3068
1,95,3,2,0,0,aceita,não,0.0,2300,125.0,35,2460
1,146,3,4,2,21,aceita,sim,1200.0,9000,417.0,115,10730
0,73,2,1,1,4,aceita,não,400.0,655,31.0,9,1095
1,30,1,1,0,6,não aceita,não,253.0,1250,30.0,16,1549
1,35,1,1,1,11,aceita,não,470.0,2500,22.0,32,3024
1,22,1,1,0,0,aceita,não,,976,0.0,15,991
1,386,4,6,3,21,aceita,não,3890.0,12750,1980.0,162,18780
1,442,5,6,6,0,aceita,não,,7500,1301.0,113,8914
0,30,1,1,0,5,aceita,não,279.0,590,12.0,8,889
1,68,1,2,1,4,não aceita,não,799.0,2000,217.0,26,3042
1,53,1,1,1,12,aceita,sim,450.0,3200,200.0,41,3891
1,18,1,1,0,0,aceita,não,0.0,1720,0.0,22,1742
1,321,3,5,2,0,aceita,sim,0.0,8268,1072.0,125,9465
0,70,3,1,1,2,aceita,não,710.0,750,76.0,10,1546
1,400,10,9,8,0,aceita,não,0.0,8330,550.0,126,9006
1,392,4,4,4,0,aceita,não,0.0,10000,1250.0,151,11400
1,70,2,1,1,1,aceita,não,280.0,1000,138.0,13,1431
1,230,4,4,3,5,não aceita,não,2564.0,2500,934.0,32,6030
1,138,2,2,1,11,aceita,sim,1000.0,7000,89.0,89,8178
1,250,2,1,0,0,aceita,não,,1500,9.0,23,1532
1,45,2,2,0,0,não aceita,não,0.0,1650,84.0,25,1759
1,250,4,3,0,0,aceita,não,0.0,2000,667.0,31,2698
1,80,2,1,1,6,aceita,não,654.0,2300,94.0,30,3078
1,398,4,5,4,0,aceita,não,2400.0,15000,1084.0,226,18710
1,200,3,4,5,0,aceita,não,0.0,3500,242.0,53,3795
1,136,3,3,1,9,aceita,não,1530.0,7500,290.0,96,9416
1,46,1,1,0,2,aceita,não,553.0,1437,58.0,19,2067
1,309,4,5,3,0,aceita,não,0.0,12000,734.0,181,12920
1,54,1,1,1,1,não aceita,sim,1050.0,7200,250.0,92,8592
1,220,4,5,3,14,aceita,sim,2050.0,12000,750.0,153,14950
1,161,1,2,2,10,não aceita,não,2162.0,7000,54.0,89,9305
1,58,2,1,1,1,aceita,não,430.0,1540,0.0,20,1990
1,83,3,1,1,3,aceita,não,180.0,2500,0.0,32,2712
1,33,1,1,1,5,aceita,não,842.0,2000,95.0,26,2963
1,170,3,4,2,3,não aceita,não,1450.0,4400,38.0,56,5944
1,135,3,2,1,21,aceita,sim,950.0,7500,77.0,96,8623
1,50,2,1,2,1,não aceita,não,850.0,1900,42.0,25,2817
1,94,2,3,2,18,não aceita,não,1600.0,4400,325.0,56,6381
1,25,1,1,0,1,não aceita,não,0.0,1200,35.0,16,1251
1,100,2,3,2,20,não aceita,sim,1080.0,10000,138.0,127,11350
1,157,3,5,3,12,aceita,não,1670.0,11500,583.0,146,13900
1,100,3,2,2,0,aceita,não,0.0,5500,500.0,83,6083
1,120,3,1,0,2,aceita,não,200.0,2100,167.0,27,2494
1,45,1,1,2,8,aceita,não,695.0,1800,170.0,23,2688
1,64,2,2,1,9,aceita,sim,830.0,3166,0.0,13,4009
1,265,4,6,3,6,não aceita,não,2400.0,2500,1284.0,32,6216
1,20,1,1,0,6,aceita,sim,602.0,1800,130.0,23,2555
1,50,2,2,0,0,não aceita,não,0.0,1100,80.0,17,1197
1,70,3,2,1,14,aceita,não,570.0,3000,171.0,39,3780
1,273,4,4,2,4,não aceita,não,2306.0,9000,417.0,115,11840
1,250,3,3,4,0,aceita,sim,250.0,6500,309.0,98,7157
1,100,1,1,0,0,aceita,não,,2150,267.0,33,2450
1,90,2,1,0,2,aceita,não,622.0,2150,212.0,28,3012
1,256,3,3,2,0,não aceita,não,0.0,5600,2417.0,85,8102
1,92,2,1,1,2,aceita,não,425.0,1536,72.0,20,2053
1,124,3,3,2,0,aceita,não,0.0,4000,92.0,61,4153
1,218,3,3,3,9,aceita,sim,1850.0,15000,809.0,191,17850
1,57,2,2,1,8,aceita,não,465.0,1300,10.0,17,1792
0,650,4,4,8,0,aceita,não,0.0,7500,200.0,113,7813
1,220,3,4,2,0,não aceita,não,0.0,3500,276.0,53,3829
0,55,1,2,1,4,não aceita,não,744.0,954,74.0,13,1785
1,55,2,2,1,21,aceita,não,480.0,2000,9.0,26,2515
1,58,2,1,1,19,não aceita,sim,550.0,3400,65.0,44,4059
1,42,1,1,1,13,aceita,sim,1750.0,860,180.0,11,2801
1,202,3,4,3,8,aceita,sim,2500.0,12000,834.0,153,15490
1,130,2,2,0,0,aceita,não,0.0,2700,100.0,41,2841
1,52,1,1,1,11,aceita,não,730.0,2500,38.0,32,3300
1,75,2,2,0,2,aceita,não,570.0,1450,0.0,19,2039
1,420,4,6,4,10,aceita,não,5700.0,12000,3167.0,153,21020
1,277,3,4,0,0,não aceita,não,2580.0,7200,0.0,109,9889
1,100,1,1,1,16,aceita,sim,1120.0,3900,75.0,50,5145
0,420,5,7,3,0,aceita,sim,1237.0,8500,816.0,128,10680
1,207,3,5,4,6,aceita,não,2400.0,12000,934.0,153,15490
1,25,1,1,0,23,aceita,não,432.0,2200,45.0,28,2705
1,100,3,2,1,3,aceita,não,1020.0,1880,0.0,24,2924
1,108,2,2,1,8,aceita,sim,1081.0,5300,334.0,68,6783
1,55,1,1,1,5,não aceita,sim,1100.0,2144,,22,3500
1,40,1,1,0,0,não aceita,não,0.0,780,17.0,12,809
1,46,1,1,1,3,não aceita,não,850.0,1900,117.0,25,2892
1,138,3,3,2,5,aceita,sim,1112.0,5800,475.0,74,7461
1,50,2,3,0,0,não aceita,não,0.0,1740,84.0,27,1851
0,54,1,1,1,9,aceita,não,758.0,1148,84.0,15,2005
1,22,1,1,0,0,não aceita,não,0.0,976,0.0,15,991
1,62,3,1,1,1,aceita,não,750.0,1300,0.0,26,2076
1,380,4,3,2,12,não aceita,sim,5500.0,15000,1000.0,191,21690
1,80,2,1,1,2,não aceita,sim,1036.0,7450,98.0,95,8679
1,70,2,1,1,2,aceita,não,1100.0,1950,0.0,25,3075
1,214,5,5,4,9,não aceita,sim,2000.0,5550,667.0,71,8288
1,193,3,3,3,1,não aceita,não,3100.0,7500,834.0,96,11530
1,50,2,2,0,6,aceita,não,750.0,3000,118.0,39,3907
1,305,3,4,4,12,aceita,não,3441.0,8925,2364.0,114,14840
1,110,2,2,1,1,aceita,não,700.0,3000,122.0,39,3861
1,63,2,2,1,13,aceita,não,600.0,2620,97.0,11,3328
1,202,4,4,3,13,aceita,não,2200.0,6000,1000.0,77,9277
1,70,4,3,0,0,aceita,não,0.0,3500,270.0,53,3823
0,110,3,3,2,0,aceita,não,560.0,3200,88.0,49,3897
1,80,1,1,0,11,aceita,sim,427.0,1900,0.0,25,2352
1,58,2,2,1,6,não aceita,não,520.0,2055,0.0,7,2582
1,149,3,3,2,12,não aceita,não,2000.0,5400,0.0,69,7469
1,50,2,1,0,0,aceita,não,0.0,1200,42.0,19,1261
1,200,4,3,2,8,aceita,não,2744.0,4100,1615.0,52,8511
1,200,3,3,4,0,aceita,não,0.0,7000,425.0,106,7531
0,660,5,7,4,17,aceita,não,5381.0,10000,1100.0,127,16610
1,100,3,2,1,0,aceita,não,0.0,3300,500.0,50,3850
1,91,1,2,2,11,aceita,sim,2076.0,13000,334.0,165,15580
1,113,2,2,1,4,aceita,não,1000.0,3000,50.0,39,4089
0,48,2,1,1,0,aceita,não,250.0,1200,40.0,16,1506
1,140,3,3,2,10,aceita,não,2000.0,5100,167.0,65,7332
0,155,3,3,2,0,aceita,não,960.0,5500,15.0,83,6558
1,280,4,6,5,28,aceita,não,1800.0,11500,1417.0,146,14860
